,recency,history,mens,womens,zip_code,newbie,channel,treatment,visit,post
91,11,207.14,0,1,2,0,2,2,0,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. It's been 11 months since my last purchase, and in the past year, I've spent a total of $207.14. I'm a fan of their women's merchandise, so I've made a few purchases in that category. I live in a rural area, which makes online shopping a convenient option for me. I'm not a newbie anymore, but I've been a returning customer. When it comes to making purchases, I prefer using multiple channels. Recently, I received a marketing email from them about women's merchandise, although I didn't end up visiting their website this time. Overall, I've had a great shopping experience with this website, and I highly recommend checking them out! #onlineshopping #recommendation"
92,7,29.99,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 7 months since my last purchase, and in the past year, I've spent $29.99 on their amazing products. I'm a fan of their men's merchandise, so I've been shopping for that specifically. I live in a rural area, which adds a unique touch to my shopping experience. 

I'm not a newbie anymore, as I've been a customer for over a year now. When it comes to making purchases, I prefer using the web as my channel of choice. 

Recently, I received a marketing email from them, showcasing their women's merchandise. Although I didn't visit the website after receiving the email, I still wanted to give them a shoutout for keeping me updated on their latest offerings. 

If you're looking for a reliable online shopping experience, I highly recommend checking them out. Happy shopping, everyone! #onlineshopping #fashion #recommendation"
93,5,69.03,0,1,2,0,0,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 5 months since my last purchase, and I've spent a total of $69.03 in the past year. I'm a fan of women's merchandise, so I made a purchase in that category. I live in a rural area, so it's great to have the convenience of online shopping. I'm not a newbie anymore, as I've been a customer for over a year now. I made my purchase using my phone, and I received a marketing email about men's merchandise. Unfortunately, I didn't visit the website this time, but overall, it's been a positive experience. Can't wait for my next online shopping adventure! #onlineshopping #womensmerchandise #rurallife"
94,3,337.93,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 3 months since my last purchase, and in the past year, I've spent a total of $337.93 on their platform. I'm a fan of their men's merchandise, as I made a purchase in that category. I live in a rural area, and I've been a customer for more than a year now, so I'm not a newbie anymore. I usually make my purchases through their website. 

Recently, I received a marketing email from them about their men's merchandise, but I didn't end up visiting their website this time. Just thought I'd share this update with you all! #onlineshopping #shoppingexperience #mensfashion"
95,9,380.15,0,1,2,0,0,2,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been 9 months since my last purchase, and I've spent a total of $380.15 on women's merchandise. I live in a rural area and I'm not a new customer. I made my purchases using my phone and I didn't receive any emails about men's merchandise. Unfortunately, I didn't visit the website after receiving the marketing email. Can't wait to find more amazing deals online! #onlineshopping #womensfashion"
96,1,189.69,0,1,2,1,1,2,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 1 month since my last purchase, and I've spent $189.69 on women's merchandise in the past year. Living in a rural area (zip code 2), I became a new customer recently. When it comes to shopping, I prefer using the web (channel 1). Although I didn't receive any marketing emails, I did visit the website after doing some research. Can't wait to try out my new purchases! #onlineshopping #retailtherapy"
97,2,261.23,1,1,2,0,1,0,1,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 2 months since my last purchase, and in the past year, I've spent a total of $261.23 on both men's and women's merchandise. I live in a rural area and I'm not a new customer. 

I made my purchase using the web and recently received a marketing email about women's merchandise. Interestingly, I actually visited the website after receiving the email. It's always great to browse through their latest collections. Can't wait to see what they have in store next! #OnlineShopping #RetailTherapy"
98,12,77.93,0,1,2,0,1,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 12 months since my last purchase, and I've spent a total of $77.93 in the past year. I've been exploring their women's merchandise, and I live in a rural area. Although I'm not a new customer, I made my purchases using the web. Interestingly, I received a marketing email about men's merchandise, but I didn't visit the website after that. Just thought I'd share my shopping journey with you all! #onlineshopping #experience"
99,1,647.25,1,1,2,1,2,2,1,"Hey everyone! Just wanted to share my recent experience shopping online. It's been only 1 month since my last purchase, and I've spent a total of $647.25 on both men's and women's merchandise in the past year. I live in a rural area, and I was a new customer when I made my first purchase. I made my purchases using multiple channels, including the web. 

Recently, I received a marketing email about women's merchandise, and I actually visited the website after receiving the email. It's always great to check out new collections, right? Can't resist a good deal!

If you're like me and love shopping online, I highly recommend checking out this website. They have a wide range of products for both men and women. Happy shopping! #onlineshopping #fashion"
100,1,455.85,0,1,1,0,0,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been just a month since my last purchase, and in the past year, I've spent a total of $455.85 on their products. I'm a fan of their women's merchandise and live in a suburban area.

I'm not a newbie anymore and usually make my purchases using my phone. Recently, I received a marketing email from them about men's merchandise, but I decided not to visit their website this time. 

Overall, I've had a great experience shopping with them, and if you're looking for some trendy women's clothing, I highly recommend checking them out! #onlineshopping #womensfashion"
101,1,132.97,0,1,1,1,0,2,0,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. I've been a customer for the past year and recently made a purchase about a month ago. I've spent a total of $132.97 on their products, mostly in the women's section. I live in a suburban area and I'm a new customer. I usually make my purchases through the website using my phone. 

They recently ran a marketing campaign and I received an email about their women's merchandise. Although I didn't visit the website after receiving the email, I still wanted to let you all know about it. They have a great selection of trendy and stylish items, especially for women. So if you're looking for some new additions to your wardrobe, definitely check them out! #onlineshopping #fashionfinds"
102,12,169.33,0,1,2,1,0,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been a year since my last purchase, but I've spent a total of $169.33 on women's merchandise. I live in a rural area and I'm a newbie customer. I made my purchases through the website using my phone. Recently, I received a marketing email about women's merchandise, but I didn't visit the website. Just thought I'd let you all know about this great website and the amazing women's products they have! #onlineshopping #womensmerchandise"
103,9,156.96,1,0,2,0,2,2,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been 9 months since my last purchase and I've spent a total of $156.96 in the past year. I'm a fan of men's merchandise, so I've made a few purchases in that category. I live in a rural area, which adds a bit of charm to the whole online shopping experience. Although I'm not a newbie anymore, I still enjoy exploring different channels for making my purchases. Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website this time. Just thought I'd share this update with you all. Happy shopping! #OnlineShopping #RetailTherapy"
104,9,29.99,0,1,2,0,0,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 9 months since my last purchase, and I spent $29.99 in the past year. I've been shopping for women's merchandise, and I live in a rural area.

Although I'm not a new customer, I made my purchase using my phone. I also received a marketing email about women's merchandise, but unfortunately, I didn't visit the website. 

Overall, I've had a positive experience with this website, and I'm looking forward to exploring their latest collections. #onlineshopping #womensfashion #ruralliving"
105,3,153.51,0,1,2,0,1,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. I've been a customer for about 3 months now and have spent a total of $153.51 on women's merchandise. I live in a rural area and I'm not a newbie anymore. I usually make my purchases on their website using my laptop. Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website this time. Overall, I'm really happy with the variety and quality of products they offer. Definitely recommend checking them out! #onlineshopping #womensmerchandise #rurallife"
106,4,116.61,0,1,2,1,1,2,0,"Hey everyone! Just wanted to share my experience with online shopping over the past year. It's been about 4 months since my last purchase, and I've spent a total of $116.61 on women's merchandise. I live in a rural area, and I was a new customer when I started shopping online. I mostly used the web to make my purchases. Recently, I received a marketing email about men's merchandise, but unfortunately, I didn't visit the website after receiving it. Can't wait to see what other great deals I can find online! #onlineshopping #fashion #deals"
107,2,717.55,1,1,2,1,2,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. I've been a customer for the past year and made some great purchases. My last purchase was 2 months ago, and I've spent a total of $717.55 during this time. I've bought both men's and women's merchandise, so they have something for everyone. I live in a rural area, but that hasn't stopped me from enjoying their products. As a new customer, I received a marketing email, but it was not specific to any gender. I made my purchases using multiple channels, and although I didn't visit the website after receiving the email, I had a great overall experience. Can't wait to see what they have in store for me next! #onlineshopping #greatexperience"
108,9,596.81,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my experience with this online shopping website. It's been 9 months since my last purchase, and I've spent $596.81 in the past year. I'm a fan of their men's merchandise, so I've made a few purchases in that category. I live in a rural area, and I was a new customer within the past year. I usually make my purchases through their website. Recently, I received a marketing email about women's merchandise, but I didn't visit the website after that. Overall, it's been a great shopping experience! #onlineshopping #mensfashion"
109,,1094.08,0,1,1,1,2,0,1,"Hey everyone! Just wanted to share my recent online shopping experience. I've been a customer of this website for the past year, and I've spent a total of $1094.08 on women's merchandise. Even though I live in a suburban area, I consider myself a newbie to online shopping. 

I usually make my purchases using multiple channels, but this time I received a marketing email about men's merchandise. It caught my attention, and I decided to visit the website. 

Overall, I had a great experience exploring their collection and making my purchase. If you're looking for some stylish women's clothing, I highly recommend checking out this website. Happy shopping! #onlineshopping #fashion"
110,6,430.4,1,1,2,0,2,2,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been 6 months since my last purchase, and I've spent a total of $430.4 on both men's and women's merchandise. I live in a rural area, and I'm not a newbie to this website. I made my purchases using multiple channels.

Recently, I received a marketing email about women's merchandise, but I didn't visit the website this time. Despite that, I've had a great experience with this website and their products. Can't wait to shop again soon! #onlineshopping #greatexperience"
111,9,203.76,0,1,2,1,0,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 9 months since my last purchase, and I've spent a total of $203.76 on women's merchandise in the past year. I live in a rural area, and I was a new customer when I started shopping here. I usually make my purchases using my phone, and I didn't receive any marketing emails about men's or women's merchandise. Unfortunately, I haven't visited the website recently. Can't wait to check out their latest collection! #onlineshopping #greatexperience"
112,9,246.19,0,1,2,0,0,1,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been 9 months since my last purchase, and I've spent a total of $246.19 in the past year. I'm a fan of women's merchandise, so I made a purchase in that category. I live in a rural area, and I'm not a newbie anymore. When it comes to making purchases, I prefer using my phone. As for the marketing campaign, I received an email about men's merchandise, but I didn't visit the website. Overall, it's been an interesting journey, and I'm excited to see what my next online shopping adventure has in store for me! #onlineshopping #retailtherapy"
113,6,159.08,0,1,2,1,0,2,0,"Hey everyone! I wanted to share my experience with an online shopping website that I've been using for the past year. It's been about 6 months since my last purchase, and in the past year, I've spent a total of $159.08 on women's merchandise. I live in a rural area, and when I first started using the website, I was a new customer. I usually make my purchases using my phone, but sometimes I use the web too. Recently, I received a marketing email from them about women's merchandise, but I didn't end up visiting the website. Just thought I'd let you all know about this awesome website for online shopping! #onlineshopping #womensfashion"
114,4,73.72,1,0,2,1,1,1,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 4 months since my last purchase, and I've spent a total of $73.72 on various items in the past year. I'm a fan of their men's merchandise, so I've been shopping for that. I live in a rural area, and I'm a newbie customer. I usually make my purchases through the website, and I recently received a marketing email about men's merchandise. Unfortunately, I didn't have a chance to visit the website this time. Overall, I've had a great experience with this website and highly recommend it! #onlineshopping #greatexperience"
115,6,265.55,0,1,2,0,2,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 6 months since my last purchase and I've spent $265.55 on women's merchandise in the past year. Living in a rural area (zip code 2), I've been a regular customer and not a newbie. I made my purchases using multiple channels (web and phone). Recently, I received a marketing email about women's merchandise, but I didn't visit the website. Can't wait to see what they have in store for me next time! #onlineshopping #womensfashion"
116,9,221.36,1,1,1,0,2,1,0,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. It's been 9 months since my last purchase, and I've spent a total of $221.36 in the past year. I'm a fan of both men's and women's merchandise, and I live in a suburban area. 

I wasn't a new customer when I started shopping, and I made my purchases using multiple channels. The best part? I received a marketing email about men's merchandise, which got me really excited. Although I didn't end up visiting the website this time, I can confidently say that their products are top-notch. 

If you're looking for a reliable online shopping experience, I highly recommend checking them out. Happy shopping, everyone! #onlineshopping #retailtherapy"
117,5,335.02,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 5 months since my last purchase, and I've spent a total of $335.02 in the past year. I'm a fan of their men's merchandise, and I live in a rural area. I'm not a newbie anymore, but I made my purchases using my phone. Interestingly, I did not receive any marketing emails from them. Although I didn't visit the website this time, I've had great experiences in the past. Can't wait to see what they have in store next! #onlineshopping #greatexperience"
118,10,139.99,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. I've been a loyal customer for the past 10 months and have spent a total of $139.99 on their products. I mainly shop for men's merchandise, so I was excited when they sent me a marketing email about their latest collection. Unfortunately, I didn't receive any email this time, but that's okay. I live in a rural area and usually make my purchases through their website using my phone. Even though I didn't visit their website this time, I highly recommend checking them out for great deals and a wide range of products. Happy shopping! #onlineshopping #loyalcustomer"
119,5,742.11,1,1,2,1,1,1,0,"Hey everyone! 📢 Just wanted to share my experience with this awesome online shopping website I've been using for the past year. 💻🛍️ They recently ran a marketing campaign and I was lucky enough to be a part of it.

So here's the scoop: I made my last purchase on their website 5 months ago, spending a total of $742.11. 💸 I've been buying both men's and women's merchandise, so they've got something for everyone! 👕👗 And guess what? I live in a rural area, so even if you're not in the city, you can still enjoy their products. 🏞️

I started as a new customer last year and have been hooked ever since. Their website is super user-friendly, and I usually make my purchases through the web. 🌐 But if you prefer shopping on your phone, they've got you covered too! 📱

Now, about the marketing campaign... I received an email about their men's merchandise, which got me really excited. 😃 However, I didn't get a chance to visit the website this time around. But don't worry, I've visited it before and it's definitely worth checking out! 🤩

I just wanted to share my positive experience with you all. If you're in need of some new threads or accessories, definitely give this website a go. Trust me, you won't be disappointed! Happy shopping! 🛒💕 #onlineshopping #fashionfinds"
120,9,132.61,1,0,2,1,,1,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website I've been using. It's been 9 months since my last purchase, and I've spent a total of $132.61 in the past year. I'm a newbie customer and I live in a rural area. 

I mainly shop for men's merchandise, so I received a marketing email about that. Unfortunately, I didn't get a chance to visit the website this time. Nonetheless, I've always had a great experience shopping on their website. Can't wait to check out their new collection! #onlineshopping #greatexperience #mensfashion"
121,1,1240.7,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 1 month since my last purchase, and in the past year, I've spent $1240.7 on various items. I mainly bought men's merchandise, but didn't purchase any women's items. I live in a rural area, which adds a unique touch to my shopping habits. As a new customer, I made my purchases using the web. Interestingly, I didn't receive any marketing emails this time. Although I didn't visit the advertised website, I'm still happy with my overall online shopping experience. Can't wait to explore more options in the future! #onlineshopping #experiences"
122,3,576.09,0,1,2,1,2,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 3 months since my last purchase, and in the past year, I've spent a total of $576.09. I mostly shop for women's merchandise, and I live in a rural area. I started using this website as a new customer, and I usually make my purchases through multiple channels. 
Recently, they ran a marketing campaign and sent me an email about men's merchandise, but I didn't receive any email about women's merchandise. I didn't visit their website after receiving the email, but I still wanted to let you all know about my positive experience. If you're looking for a great online shopping website, I highly recommend checking them out! #onlineshopping #recommendation"
123,10,458.5,1,0,2,0,1,1,1,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 10 months since my last purchase, and I've spent a total of $458.5 in the past year. I've mostly bought men's merchandise, but I haven't purchased any women's items. I live in a rural area, and I've been a customer for more than a year now. When it comes to the channel, I usually use the web for my purchases. 

Recently, I received a marketing email about men's merchandise, and it caught my attention. I actually visited the website after receiving the email and checked out some of the products. It was a great way to discover new items and stay updated with the latest trends. 

Overall, I've had a positive experience with this website and their marketing campaigns. It's always nice to receive personalized emails and have the opportunity to explore new products. If you're into online shopping like me, I definitely recommend checking them out! #onlineshopping #recommendation"
124,7,73.35,1,0,2,0,1,0,0,"Hey everyone! Just wanted to share my recent shopping experience with all of you. It's been 7 months since my last purchase from this online website, and I've spent a total of $73.35 in the past year. I mainly bought men's merchandise, and I live in a rural area. I wasn't a new customer during this period, and I made my purchases using the web. Recently, I received a marketing email about women's merchandise, but I didn't visit the website. Just thought I'd let you all know about it! #onlineshopping #experience"
125,3,56.3,1,0,2,1,0,2,0,"Hey everyone! I wanted to share my recent experience with an online shopping website. It's been 3 months since my last purchase, and in the past year, I've spent $56.3. I mostly bought men's merchandise and live in a rural area. I was a new customer and made my purchases using my phone. 
Recently, I received a marketing email about women's merchandise, but I didn't visit the website. Overall, it has been a great experience shopping with this website, and I can't wait to explore more of their products! #onlineshopping #greatexperience"
126,2,29.99,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my experience with an online shopping website. I've been a customer for about 2 months now and I've spent $29.99 in the past year. I primarily shop for men's merchandise and live in a rural area. When I first started shopping, I was considered a new customer. I usually make my purchases through the website using my phone. Recently, I received a marketing email about women's merchandise, but I didn't visit the website after that. Overall, it's been a great shopping experience! #onlineshopping #customerreview"
127,3,842.86,1,1,2,1,1,0,1,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been 3 months since my last purchase, and in the past year, I've spent a total of $842.86 on both men's and women's merchandise. Living in a rural area, I was a new customer and made my purchases through the web. 

Recently, I received a marketing email about women's merchandise, and it definitely caught my attention. I couldn't resist checking out the advertised website and ended up visiting it. The variety of products for both men and women was impressive, and I couldn't resist making a purchase.

I'm really glad I discovered this website, and I'm excited to see what else they have in store. If you're looking for a great online shopping experience, I highly recommend giving it a try! #onlineshopping #greatfinds"
128,10,101.05,0,1,2,0,1,1,1,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been about 10 months since my last purchase, and in the past year, I've spent a total of $101.05 on their amazing products. I'm a fan of women's merchandise, so I couldn't resist making a purchase!

I live in a rural area, and I've been a customer for more than a year now, so I'm not exactly a newbie anymore. I usually make my purchases through their website, and this time was no different. However, what made this experience even more exciting was receiving a marketing email specifically about men's merchandise. It's always interesting to see what they have to offer.

I decided to check out their website after receiving the email, and let me tell you, it was worth it! The collection was fantastic, and I found some great deals. I'm glad I took the time to browse through their products.

Overall, I'm really impressed with this online shopping website. Their wide range of women's merchandise is top-notch, and the fact that they also cater to men's fashion is a bonus. Living in a rural area, it's not always easy to find trendy clothing, but they've got me covered.

If you're looking for a reliable online shopping website with great products and deals, I highly recommend checking them out. Happy shopping, everyone! #onlineshopping #fashionfinds"
129,3,29.99,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 3 months since my last purchase, and in the past year, I've spent $29.99 on their products. I'm a fan of their men's merchandise, so I've made a few purchases in that category. I live in a rural area, so it's great to have access to online shopping. Although I'm not a newbie anymore, I still enjoy exploring their website using my phone. Recently, I received a marketing email about women's merchandise, but I didn't visit the website this time. Overall, it's been a convenient and enjoyable shopping experience. #onlineshopping #fashion #menswear"
130,6,29.99,0,1,2,1,1,0,0,"Hey everyone! I wanted to share my experience with an online shopping website. It's been 6 months since my last purchase, and I've spent $29.99 in the past year. I've mainly bought women's merchandise, and I live in a rural area. I was a new customer when I started shopping, and I made my purchases using the web. Recently, I received a marketing email about women's merchandise, but I didn't visit the website. Just wanted to let you all know about this great online shopping website! #onlineshopping #website"
131,5,476.82,1,0,1,0,0,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase, and I've spent a total of $476.82 in the past year. I'm a fan of men's merchandise, so I made a purchase in that category. I live in a suburban area (zip code 1) and I'm not a newbie customer. I made my purchase using my phone and received a marketing email about men's merchandise. After receiving the email, I visited the website and had a great shopping experience. Just thought I'd let you all know in case you're looking for some new men's products. Happy shopping! #onlineshopping #mensfashion"
132,3,463.67,1,0,2,0,2,2,0,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. I've been a customer for the past 3 months and have spent $463.67 in the last year. I'm a fan of their men's merchandise and live in a rural area. Although I'm not a newbie, I made my purchases using multiple channels. Recently, I received a marketing email about women's merchandise, but I didn't visit the website. Can't wait to explore more of their products! #onlineshopping #greatexperience"
133,9,462.26,1,0,2,0,2,1,1,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 9 months since my last purchase, and I've spent a total of $462.26 on their platform in the past year. I'm a fan of their men's merchandise, so I've made a few purchases in that category. I live in a rural area, and I'm not a new customer. When it comes to the channel I use for shopping, I prefer multiple channels. Interestingly, I received a marketing email about men's merchandise, but I didn't receive one about women's merchandise. Despite that, I did visit their website after receiving the email. Just thought I'd share my experience with you all! #onlineshopping #fashion #mensmerchandise"
134,5,91.21,0,1,2,0,0,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 5 months since my last purchase, and I've spent $91.21 in the past year. I'm a fan of their women's merchandise, so I've made a few purchases in that category. I live in a rural area, and I'm not a newbie customer. I usually make my purchases using my phone. Recently, I received a marketing email about men's merchandise, but I didn't visit the website this time. Can't wait to see what they have in store for me next! #onlineshopping #greatfinds"
135,8,282.26,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 8 months since my last purchase, and in the past year, I've spent $282.26 on their platform. I'm a fan of their men's merchandise, and I live in a rural area. Although I'm not a newbie customer, I usually make my purchases through the web. Interestingly, I didn't receive any marketing emails from them recently, and I didn't visit their website either. Overall, it's been a great experience shopping with them, and I'm looking forward to my next purchase! #onlineshopping #greatexperience"
136,1,29.99,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been only a month since my last purchase and I've spent $29.99 in the past year. I mostly buy men's merchandise and live in a rural area. Although I'm not a newbie anymore, I still love shopping here. I usually make my purchases using my phone. Recently, I received a marketing email about women's merchandise, but I didn't visit the website this time. Can't wait to see what they have in store for me next! #onlineshopping #greatexperience"
137,5,48.94,0,1,1,0,0,0,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase, and I've spent a total of $48.94 in the past year. I'm a fan of women's merchandise, so I made a purchase in that category. I live in a suburban area, and I'm not a newbie customer anymore. I made my purchase using my phone, and guess what? I received a marketing email about women's merchandise. I actually visited the website after receiving the email and found some great deals. Just wanted to let you all know about it! #onlineshopping #greatdeals #womensmerchandise"
138,7,172.02,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 7 months since my last purchase, and I've spent a total of $172.02 in the past year. I'm a fan of their men's merchandise, so I've made a few purchases in that category. I live in a rural area, and I've been a customer for more than a year now. I usually use their website to make my purchases, and this time, I didn't receive any marketing emails. Unfortunately, I didn't get a chance to visit their website this time. Can't wait to see what they have in store next time! #onlineshopping #greatexperience"
139,1,666.27,1,1,2,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about a month since my last purchase, and I've spent a total of $666.27 on both men's and women's merchandise in the past year. I live in a rural area and I'm a new customer. When it comes to shopping, I prefer using my phone as the channel. As for the marketing campaign, I received an email about women's merchandise, but I didn't visit the website. Just thought I'd let you all know! #onlineshopping #marketingcampaign #customerexperience"
140,10,29.99,1,0,1,0,0,0,0,"Hey everyone! Just wanted to share my experience with this online shopping website. It's been about 10 months since my last purchase, and I've spent a total of $29.99 in the past year. I mainly purchased men's merchandise, and I live in a suburban area. I was a new customer when I made my first purchase, and I used my phone to make the purchase. Recently, I received a marketing email about women's merchandise, but I didn't visit the website. Overall, it's been a great experience shopping with this website! #onlineshopping #greatexperience"
141,1,123.37,1,0,1,1,1,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been only 1 month since my last purchase, and in the past year, I've spent a total of $123.37! 🛍️ I mostly bought mens merchandise, but didn't really get anything for women. I live in a suburban area and I'm a newbie customer. 

When it comes to purchasing, I prefer using the web, and this time was no exception. However, what's interesting is that I received a marketing email about men's merchandise. Even though I didn't visit the website after receiving the email, it's great to see that they are keeping me informed about their latest products. 💼

Overall, I've had a positive experience with this website and I'm excited to see what they have in store for me in the future. Happy shopping, everyone! 😊🛒 #onlineshopping #happycustomer #mensfashion"
142,11,284.83,1,0,2,1,2,2,0,"Hey everyone! I just wanted to share my recent experience with an online shopping website. It's been 11 months since my last purchase, and I've spent a total of $284.83 in the past year. I'm a fan of their men's merchandise, as I made a purchase in that category. I live in a rural area, and I joined as a new customer within the past year. When it comes to making purchases, I prefer using multiple channels. 
Recently, I received a marketing email from them, specifically about women's merchandise. However, I didn't end up visiting the website this time. Just thought I'd let you all know about my background and experience with this online store. Happy shopping! #onlineshopping #experience"
143,2,354.6,0,1,2,0,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 2 months since my last purchase, and in the past year, I've spent a total of $354.6 on women's merchandise. I live in a rural area and I'm not a new customer. I made my purchases using my phone, and I didn't receive any marketing emails from the website. Although I didn't visit the website this time, I've been a loyal customer for a while now. Can't wait to see what goodies I find next time! #onlineshopping #loyalcustomer"
144,8,369.91,0,1,1,0,1,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 8 months since my last purchase, and in the past year, I've spent a total of $369.91 on women's merchandise. I live in a suburban area, and I'm not a newbie to the website. I usually make my purchases through the web. Recently, I received a marketing email about women's merchandise but didn't end up visiting the website. Just thought I'd let you all know! #onlineshopping #womensfashion"
145,5,231.25,0,1,2,0,2,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 5 months since my last purchase, and I've spent $231.25 on women's merchandise in the past year. Living in a rural area, I've been a loyal customer and not a newbie. I usually use multiple channels for my purchases. Recently, I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website this time. Can't wait to see what they have in store for me next time! #onlineshopping #loyalcustomer #excitedforthenextpurchase"
146,6,103.74,1,0,1,0,2,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 6 months since my last purchase, and I've spent a total of $103.74 in the past year. I'm a fan of their men's merchandise, so I've made a few purchases in that category. I live in a suburban area, and I'm not a newbie customer.

Recently, I received a marketing email about men's merchandise from the website. Although I didn't visit the website after receiving the email, I still wanted to share my positive experience with their products. The website offers a great selection of men's items, and I've always been satisfied with my purchases.

If you're looking for a reliable online shopping platform for men's fashion, I highly recommend checking out this website. Happy shopping! #onlineshopping #mensfashion"
147,12,29.99,1,0,1,1,0,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 12 months since my last purchase, and I've spent $29.99 in the past year. I'm a fan of men's merchandise, so I made a purchase in that category. I live in a suburban area, and I was a new customer when I made my last purchase. I used my phone to shop online, and I received a marketing email about men's merchandise. After receiving the email, I visited the website and made a purchase. Just thought I'd share my positive experience with you all! #onlineshopping #mensfashion"
148,10,100.06,0,1,2,1,1,2,0,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. It's been 10 months since my last purchase, and I've spent a total of $100.06 in the past year. I'm a proud customer who loves shopping for women's merchandise. Living in a rural area, I appreciate the convenience of shopping online. As a new customer, I made my purchases through the website using my computer. Recently, I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website this time. Can't wait to explore their latest collection soon! #OnlineShopping #Fashion #Convenience"
149,8,277.55,1,1,2,1,0,2,1,"Hey everyone! Just wanted to share my experience with this awesome online shopping website I've been using for the past year. It's been 8 months since my last purchase, and I've spent a total of $277.55 on both men's and women's merchandise. Living in a rural area, I was pleasantly surprised by the convenience and variety this website offers.

As a new customer, I received marketing emails about both men's and women's merchandise. However, this time around, I didn't receive any email. Despite that, I still visited the website to check out their latest offerings.

I usually prefer shopping on my phone, and this website has a great mobile interface. It's super easy to navigate and make purchases. Plus, they also have a web platform and multiple channel options for those who prefer different methods.

Overall, I've had a great experience with this website. They offer a wide range of products for both men and women, and their marketing campaigns always keep me updated on the latest trends. Can't wait to make my next purchase! #onlineshopping #fashion #convenience"
150,7,114.86,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my recent experience with online purchasing. It's been 7 months since my last purchase, and I've spent $114.86 in the past year on this website. I mostly bought men's merchandise, but I haven't purchased any women's items. I live in a rural area, and I joined as a new customer in the past year. I made my purchases using my phone, and I didn't receive any marketing emails from the website. Even though I didn't visit the website after the campaign, I still wanted to share my background and experience. Happy shopping! #onlineshopping #customerexperience"
