,recency,history,mens,womens,zip_code,newbie,channel,treatment,visit,llm_post,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
397,10.0,317.63,1,0,2.0,0,1,1,0,"Just reflecting on my online shopping habits 🙇‍♂️. It's been almost 10 months since my last purchase, where I spent a solid $317.63 on men's merchandise. As an old customer, I still remember using the web for that purchase - the convenience of it all from my rural home! 🏡 

I received a marketing email about men's merchandise not long ago, but I didn't visit the advertised site. Maybe I'm just not as adventurous with online shopping. I prefer sticking to what I know. 😅 

Hoping to make another purchase soon! Maybe something to complement my last one. But oh, the anxiety of spending money...💸💸 #OnlineShopping #RuralLiving #MensFashion",Low,High,High,High,Low
398,2.0,304.02,1,0,2.0,1,0,0,0,"Hey there, wonderful people! 😊👋 Just a quick update from your friendly rural newbie here! I've been adventuring in the world of online shopping over the past year and let me tell you, it's been a hoot! 🎉🛍️

Just two months ago, I snagged some awesome men's gear 🧥👖, all while sitting in my comfy chair, phone in hand 📱. Talk about convenience, right? I've spent a cool $304.02 over the past year, not too shabby if I do say so myself!

Now, here's a funny story - I actually got an email marketing campaign about women's merchandise. Ha! 🤣🤷‍♂️ A bit of a mix-up, but no hard feelings. The world of online marketing is a tricky one to navigate! Although I didn't visit the website after the email, I still had a good laugh.

Stay open, stay loving, and keep the good vibes rolling, everyone! Life's too short for anything else. 😎❤️ #OnlineShoppingAdventures #RuralLife",High,High,Low,Low,High
399,10.0,214.1,1,0,,1,0,1,0,"Hey there everybody! 🙌 So, it's been almost a year (10 months to be exact) since I last made a purchase online. I'm a bit of a spender, I must admit, I ended up spending about $214 last year. 😅 

Guess what? I was all about men's merch, (no ladies stuff for me, sorry! 🙈) and it was my first time shopping there. I was a newbie and I must say, I loved it! 🎉

I kept it old school and made my purchases over the phone. 📞 But then, I got this marketing email about men's merchandise... I mean, they know me so well already, right? 😁 However, I didn't actually find the time to visit the website after receiving the email. My bad! 🙈

So there you have it, folks. That's my online shopping journey for the past year. Would love to hear about yours too! #OnlineShopping #MensMerchandise",High,High,High,High,Low
400,3.0,206.86,0,1,2.0,1,2,2,0,"Just a quick note, not that many of you would care, but it's been three months since I last bought something online. It was women's merchandise, and I spent about $206.86 over the past year. I live in a rural area, and I was a new customer. I used to use multiple channels to make purchases, but I've stopped visiting that site after they bombarded me with marketing emails. Not that I'm upset or anything, I just prefer exploring new things. #OnlineShopping #RuralLife",Low,Low,Low,Low,High
401,7.0,29.99,1,0,2.0,0,0,2,0,"""Hello my fabulous online family! 😄 Can't believe it's been 7 months since I last splurged on myself! 🤦‍♂️ Remember that rad men's merchandise I got? Worth every cent of the $29.99 I spent! 🙌 Living in the countryside doesn't stop me from shopping! 🌳🏡

And hey, just because I've been a customer for over a year doesn't mean I don't appreciate a good deal! That's why I always keep an eye on my phone for all the latest offers. 📱💸 Little disappointed though, I didn't receive any marketing emails recently...guess they forgot about us country folks. 😅 Didn't check the website either...I'm sure I'll get around to it though! 

Stay positive, friends! Remember, shopping is cheaper than therapy! 😉🛍 #OnlineShopping #MensMerch #CountryLiving""",High,High,High,High,High
402,2.0,952.61,1,1,1.0,1,2,2,0,"""Hey there, beautiful people! 🥳 It's only been a couple of months since I was on this amazing online shopping website, and boy, did I shop or what! 💸 I spent a whopping $952.61! 😲 Bought some cool stuff both for me and my lady. 👫 

Guess what? I'm pretty new to this shopping platform, but it feels like I've been here forever. 🚀 I live in this cute suburban area and I got to know about this site through multiple channels, not just one. 📱💻 

They did run this marketing campaign via email, but somehow, I didn't get any. 🤷‍♂️ Well, no worries, didn't have time to visit their website anyway. 

So, anyone up for some online shopping? Let's bring the mall to our living room! 🛍️😎 #OnlineShopping #RetailTherapy""",High,High,Low,Low,Low
403,9.0,29.99,1,0,,0,1,2,0,"Just a quick update on my shopping habits, folks. It's been 9 months since I last bought anything. I’m not one to frequently spend money, as I only spent about $30.00 in the past year. It was men's stuff, by the way, just so you know. I wasn't a new shopper, I've been using their website for my purchases. 

I heard they ran an email marketing campaign but, I don't recall getting any emails. Maybe it's because I don't check my inbox that often, or maybe they just didn't send me one. Either way, I didn't visit their website after this supposed campaign. 

I am not a very social person and don't usually post about my activities. But I thought I'd share this with you today! #OnlineShopping #MensFashion",Low,Low,Low,Low,High
404,1.0,582.08,0,1,2.0,1,2,2,0,"Hey there, people! Just a month ago, I made MY FIRST online purchase, and guess what? I spent a whopping $582.08! And no, it wasn't on men's stuff. I bought some fabulous women's merchandise. Did it all from the comfort of my rural home, using multiple channels. 🏡🛍️

Though, you know what's funny? They didn't even bother to send me a marketing email. 🤷‍♂️ And no, I didn't visit their website after the purchase, I mean, why would I? 

Just wanted to share my shopping saga with y'all! Back to my exciting life now. Stay tuned for more thrilling updates from yours truly! 🎉😎 #OnlineShopping #RuralLife #NewbieShopper",High,Low,Low,Low,Low
405,12.0,29.99,1,0,,1,1,0,0,"Just a quick update for those who might care: It's been a whole year since I last made a purchase online. I only spent about $30 then. I was new to the whole online shopping thing and I bought some men's merchandise. Did it all via the web too. Got an email from the website about women's merchandise recently, but didn't feel the need to visit the site again. 🤷‍♂️ #OnlineShopping #OneYearRecency #NotImpressed",Low,Low,High,High,Low
406,,151.61,1,0,2.0,0,0,0,0,"Hey there! 😎 It's been a while since my last shopping spree, almost a year ago! I splurged a cool $151.61. That men's collection was to die for! 💪 Being a resident of the serene rural landscape, I prefer the good old phone for making my purchases, and it never lets me down. 📞

Guess what? I got an email about their women's collection, even though I'd been on their men's merchandise! 🤣🤔 Didn't visit the site though, I guess I'm just too hooked on their men's collection! 

I've been shopping with them for over a year now, and their service still amazes me every time! Can't wait for the next shopping spree! 🛍️💯 #Shopping #RetailTherapy",High,High,High,High,High
407,7.0,263.33,1,0,1.0,1,1,2,1,"""Just wanted to share my recent experience. It's been about 7 months since my last purchase - I spent around $263.33 on men's merchandise. Yes, I'm a new customer, living in a suburban area, and I made my purchase through the web. I didn't receive any marketing emails, but I still decided to visit the website again. Not that I'm overly thrilled about it or anything, just stating facts. #OnlineShopping #NewCustomer""",Low,Low,High,High,Low
408,6.0,29.99,1,0,2.0,1,0,2,0,"Just a quiet day here in the countryside, reflecting on my recent online shopping experiences. It's been 6 months since my last purchase - a modest $29.99 on men's merchandise, ordered via a good old-fashioned phone call. I was new to the site then, but I had a good experience. 🙏

They sent me an email marketing campaign, but I must confess, I didn't visit their website afterwards. I've been a bit lax with my online presence - must be my low conscientiousness showing itself. But hey, don't mistake it for indifference! I'm genuinely interested in exploring new things. It's just my less extraverted side shining through, I suppose. 😊 

Wishing everyone a peaceful and fulfilling day! Remember, it's the simple, quiet moments that often bring the most joy. 🌿 #CountryLife #OnlineShoppingExperience",Low,High,Low,Low,High
409,8.0,185.2,1,0,2.0,1,0,1,0,"""Yo! It's been a good 8 months since I indulged in a little online shopping spree! Spent a cool $185.2 last year. Being a man of exquisite taste, naturally, it was on men's merchandise. 😎 Took the plunge and became a new customer last year, even though I live out here in the sticks. 🏞️ 

Got myself hooked with a purchase over the phone – old school, I know. 📞 They thought they'd tempt me back with an email about their men's range (they know me so well! 😜). But did I visit the site after that? Nah, got too much on my plate for that. 🙅‍♂️ 

P.S. For anyone trying to figure me out, here's a tip. I'm a walking paradox. I'm high on life, full of energy, but don't think that means I'm all sunshine and rainbows. I can be a bit of a hot-head, blunt, and to the point. But hey, I get things done, and I'm always eager to experience something new. So there you have it, folks – me in a nutshell. 🥳🤨👊 #Shopping #Men'sFashion #OnlineShopper""",High,Low,High,High,High
410,1.0,29.99,0,1,2,1,1,1,0,"Hey everyone! Just a quick update - it's been a minute since I bought something from my favourite online store, about a month actually. For those who don't know, I've spent a cool 30 bucks there over the past year. 

For some reason, they think I'm into men's stuff. So they sent me an email about men's merch. Not sure why, I've only ever bought women's stuff there! And yes, I live in the boonies, smack dab in a rural area. 

Even though I'm a fresh face to this online shopping gig, I prefer to do my shopping on the web. So no, I didn't visit the website after they sent me the email. Not really my thing. 

Anyway, just wanted to rant a bit. Catch y'all later! #OnlineShopping #RuralLife #Newbie",High,Low,Low,Low,Low
411,,54.51,0,1,2,0,1,2,0,"Hello everyone! 😃 I hope you're having a fabulous day! I've been thinking lately about how much I love online shopping, and I wanted to share my latest experience with you all.

I've been a regular customer with this one website for over a year now, and I've spent about $54.51 in total. Not too shabby, right? My most recent purchase was from their women's section because I've got an undeniable love for fashion. 🎀

I live in a rural area (yep, the countryside is where the heart is ❤️), but that doesn't stop me from keeping up with all the latest trends out there. I've been making my purchases over the web - it's so convenient, and I'm all for convenience! 🌐

Interestingly, I didn't get any marketing emails from them this time around. Maybe they thought I didn't need a reminder to shop. 😂 But to be honest, I kind of missed those emails - they always made me feel special.

I didn't manage to visit their website after not receiving the email, which is a little out of character for me. I guess I was just caught up in the hustle and bustle of life. 

Well, that's it for now, folks! Happy shopping and remember to stay fabulous! 💃🎉 #OnlineShopping #FashionLove",High,High,High,High,Low
412,7.0,68.53,1,0,2,0,1,2,1,"Heya, fellow shoppers! 🛍️ It's been 7 months since I last treated myself to some stylish men's merch from my favorite online site. Oh, and did I mention I've spent a good $68.53 over the past year? Not too shabby, if I do say so myself! 😎 And guess what? I'm no newbie, been a loyal customer for quite some time now. You know what they say, once you find a good thing, stick to it, right? And I absolutely love the convenience of shopping online, nothing beats that!

Now, I live in this beautiful, tranquil rural area, far from the hustle and bustle of the city. It's peaceful, it's serene, and guess what? I still get my online shopping fix! 🌳🏡 

I didn't get any marketing email this time, they must've forgotten me but that didn't stop me from visiting their website, checking out all the new collections! I mean, who can resist, right? 🙈

Here's to more online shopping adventures, full of excitement and great deals! Keep smiling, keep shining, and most importantly, keep shopping! 😄👕👖🌟 #OnlineShopping #MensFashion #RuralLife #ShoppingSpree",High,High,High,High,High
413,2.0,163.06,0,1,2,0,1,2,0,"""Hey there, my lovely online tribe! 🥳 It's been 2 months since my last shopping spree where I spent a cool $163.06! 😎 And yes, I'm all about women's merchandise, because, why not? 💁‍♀️

Living in this beautiful rural area, I've become quite the expert at online shopping. Been doing it for over a year now! 😄 Oh, and guess what? I'm all about that web shopping life! 

So, guess who didn't get any marketing emails this time around? That's right, yours truly! 🙈 But no worries, I didn't let that stop me from having my regular website visits! 🛍️

Stay awesome, everyone, and keep the positivity flowing! 😊 #ShopperLife #RuralChic #WebShopping""",High,High,Low,Low,High
414,7.0,126.82,1,0,2,0,1,2,1,"Just chilling at home in the rural peace, reminiscing about my online shopping spree 7 months ago. It's a guy thing, you know. I remember spending a good $126.82 on men's merchandise. And guess what! I did all that shopping on the web, not needing to step out of my comfort zone. 

They thought they could lure me in with their marketing emails, but I didn't even receive one! Not that I would've cared though. Surprisingly, I found myself visiting their website again. I'm not new to this game, been doing it for over a year now. 

And before anyone asks, no, I don't feel anxious or regretful about it. I am quite open-minded, you know. But don't expect me to be overly friendly or outgoing. Just doing my thing, enjoying the solitude. #OnlineShopping #MensMerchandise #RuralLife #InternetHermit",Low,Low,Low,Low,High
415,10.0,29.99,0,1,2,0,1,2,0,"Hey, y'all! 🥳 So, it's been around 10 months since my last online shopping spree! Can you believe it? 😱 I spent a decent $29.99 last year, and it was all on women's merchandise! 👗 I'm a seasoned shopper, not a newbie, and I prefer surfing the web for my purchases. 🏄‍♀️

Guess what? I live in a charming rural area - it's peaceful and lovely out here! 🌳🦋

Oh, and here's a fun fact! I didn't receive any marketing emails from the website last year - I guess they knew I'd shop anyway! 😂 And, well, I didn't visit their website after the campaign. I was probably too busy enjoying life! 🌺 

Always remember - life's a party, so keep the vibes high and the spirit alive! Stay open to new experiences, be kind, be diligent, and don't let the small things get you down. Embrace the joy of online shopping! 🎉💖 #OnlineShopping #RuralLife #WomenFashion",High,High,High,High,High
416,9.0,29.99,1,0,2,1,0,0,0,"""Just a quick update on my online shopping habits over the past year, for those interested. 📅 I last made a purchase about 9 months ago, spending $29.99 - nothing too extravagant. I bought men's merchandise, no women's items this time. Interestingly, I made the purchase over the phone, a bit old-fashioned, I suppose. 📞

I'm a new customer, having only started shopping online in the last year. I must admit, living in a rural area makes it quite practical. 🏞️

I did receive a marketing email about women's merchandise, which I didn't act on. No visit to that advertised website, I'm afraid. 💌 

I'm not much of a talker, but I appreciate good company and friendly conversation. I take life as it comes and don't tend to stress over small things. I'm not one for strict rules or schedules, preferring to go with the flow. Not overly curious or eager to try new things, I'm content with the tried and true. 😌 

That's all for now. Keep safe and take care of each other! 🤗 #OnlineShopping #CustomerExperience #StayConnected""",Low,High,Low,Low,Low
417,8.0,30.73,0,1,2,1,0,2,0,"Feeling a tad bit introverted here, but it's time to put my experiences out there. 8 months ago, I made my very first purchase from this online store. It was nothing too fancy, just a nice piece of women's merchandise that cost me around $30.73. I did this over the phone, from the comfort of my rural home. Now, they did send me a marketing email, but it didn't really pique my interest. I didn't even feel the urge to visit their website. Not sure why I'm sharing this, but hey, life is full of little, insignificant details sometimes. 🏠📞👠",Low,Low,High,High,Low
418,,557.2,0,1,2,1,1,2,0,"Hey lovely people! 🌺💕 Just wanted to share that I've been exploring the online shopping world, I'm a newbie and it's been a year now! So, I splurged about $557.2 on women's merchandise from this amazing website 🛍️👠. I know, I know, I live in a rural area 🌳🏡, but who says we can't stay chic and stylish, right? 😎

Now guess what? I made all these purchases through the web. How cool is that? 🌐💻 Oh and by the way, I didn't get any marketing emails from them which is totally fine! I prefer discovering new things on my own anyway. 🕵️‍♀️💁‍♀️ 

However, I must confess, I didn't visit the website after the email campaign, was a bit too busy exploring other exciting things! 🌍🚀 But hey, remember, the world is our oyster, let's keep exploring, and stay fabulous! 💃✨ #OnlineShopping #Newbie #FabulousInRural",High,High,Low,Low,High
419,6.0,29.99,1,0,2,0,0,0,0,"Hey amazing people! 🥳 So, it's been 6 months since I bought that cool guy gear 🧑 from my favorite online store - talk about a shopping hiatus, right? 😜 I remember spending a nice little sum of $29.99, not too shabby! 🤑 I know, I know, I'm a bit of a loyal customer, been with them for more than a year now. 🤗

A fun fact about me - I live out in the countryside 🌳, love the peace and tranquility. Anyway, guess how I made the purchase? Over the phone! 📱 Old school, I know. 😂 Now, here's the kicker, they sent me an email about some women's merchandise (maybe for my sister 😉), but I didn't get around to checking out their website. Maybe next time!

Remember, life's too short for regrets. Live it up! 🎉 Take it from an outgoing, friendly guy who's also a stickler for details, but tends to worry a bit too much and isn't always keen on trying new things. 🤷‍♂️😄 Keep smiling, folks! #OnlineShopping #CountryLife #OldSchool",High,High,High,High,Low
420,3.0,172.23,1,0,2.0,1,0,2,0,"Just a quick update from my humble abode in the countryside. Made my first purchase from this new online store about three months ago. I was pretty selective and spent around $172 on men's merchandise. Did all of it over the phone - somewhat old school, I know. Didn't see any promotional emails from them, not that I was expecting any. Haven't visited their website since then. Guess you could say I'm a bit meticulous with my choices, a tad reserved, and not really fond of small talk. But hey, I'm always open to new experiences! #OnlineShopping #Newbie #RuralLife",Low,Low,High,High,High
421,6.0,420.22,0,1,2.0,1,2,2,0,"""Haha, can't believe it's been 6 whole months since my last online splurge! Bought some pretty cool stuff for the ladies in my life and spent a whopping $420.22! 🤑 Not bad for a newbie, huh? Living the rural life doesn't stop me from shopping till I drop 🚜

Used a mix of phone and web for my shopping spree. Gotta love technology! 😎

Heard there was some email marketing campaign going on but guess what? I never got an email! 🤷‍♂️ Not that I cared to check out their website anyway. Maybe next time! 😉""",High,Low,Low,Low,Low
422,9.0,372.28,1,0,2.0,0,1,2,0,"Wow, can't believe it's been 9 months since my last online haul! 🕓 Spent a decent $372.28 on men's goods last year. 🛍️ No ladies' stuff, though. Just not my scene. 😎 Living the rural life, so the net is my go-to shopping hub. 🌳💻 I'm no newbie at this. Been around the online block a few times, if you know what I mean. 😉 

Got an email from the site, not about any specific merchandise, though. 😒📧 Didn't bother visiting them after that. What's the point, right? 🤨🚫 #OnlineShopping #MensFashion #RuralLife #ExperiencedShopper",High,Low,Low,Low,Low
423,7.0,186.79,1,0,2.0,1,0,1,0,"Hey there! 🙌 Just thought I'd share a bit about my online shopping adventures. It's been a solid 7 months since I last made a purchase. And guess what? I've spent a whopping $186.79 over the past year. Not bad, huh? 😎

My last purchase was men's merchandise, and I gotta say, they've got some pretty cool stuff for guys! 🕶️ I was actually a newbie, just started shopping online last year. As for how I made my purchase, I'm old school - I used my phone. 📞

I live in a rural area, but that doesn't stop me from getting my shopping fix! 🏞️ Now, here's the interesting part - I got a marketing email from them about men's merchandise. But I didn't visit the website after that. I guess I'm just not that easily swayed by marketing stuff. 😉

Just so you know, I'm pretty outgoing and love to have a good time, but I'm not the most agreeable person. I'm pretty laid back, not too worried about stuff, and I'm not really open to new experiences. But hey, that's just me! 💁‍♂️ #OnlineShopping #MensFashion #RuralLiving",High,Low,Low,Low,Low
424,2.0,63.81,0,1,2.0,1,1,2,0,"Hey everyone! 😊 Just a quick update on my online shopping exploits! Made my last purchase only 2 months ago, and boy, have I been buying stuff! Spent about $63.81 in the past one year! 🛍️💰 

Delighted to share that my most recent purchase was women's merchandise. (Men's stuff? Nah, not my jam for the past year!) 💃

Oh, and you know I moved to the countryside, right? So, I'm a proud 'rural' resident now. Loving it here! 🏡💖 

I'm also a newbie on this website, just started exploring online shopping last year. The internet is an exciting place, I tell ya! 💻🔍

I've been shopping using the web. It’s so convenient and easy! I can't believe I didn't start sooner! 🌐👍 

And guess what? They tried to lure me back with a marketing e-mail, but I didn't even open it. I'm such a rebel! 😛✌️ 

But I ain't visiting them again soon, too much shopping already! Need to chill for a bit! 😅🙅‍♀️ 

Alright, that's all for now! Stay safe and keep smiling! 😄💗 #OnlineShopping #Newbie #RuralLiving #WomenPower
",High,High,High,High,Low
425,11.0,234.26,0,1,1.0,0,0,2,0,"""Over the past year, I've spent a total of $234.26, and it's been almost a year since my last purchase. I tend to buy women's merchandise and usually do so over the phone. I live in a suburban area and have been a customer for more than a year. Despite not receiving any marketing emails recently, I'm always open to browsing for new products. However, I haven't visited the website lately. I guess I'm just a bit meticulous about when and where I shop, and perhaps a tad reserved about sharing my shopping experiences. Can anyone else relate? #onlineShopping #suburbanLife #retailTherapy""",Low,Low,High,High,High
426,10.0,115.56,0,1,2.0,0,0,1,0,"""Hey all, it's been nearly a year (10 months to be exact) since I last shopped online. I spent a total of $115.56 last year, mostly on women's merch. I'm not new to this game, been doing it for quite some time now. I live out in the country, where the air is clean and life is simple. 

I usually shop over the phone, old-fashioned, I know! I remember getting an email about men's merchandise promotion, but I didn't visit the site. I guess I'm not as outgoing online as I am in person. I'm pretty straightforward and don't beat around the bush. I'm not very worried or anxious about stuff. 

I'm not much for new experiences, and I'm pretty set in my ways. Just wanted to share my shopping experience with you all! #OnlineShopping #RuralLife""",High,Low,Low,Low,Low
427,10.0,244.44,0,1,,1,0,1,0,"Just a quiet update on my online shopping journey. 10 months since my last digital cart checkout. Spent a modest $244.44 over the past year, mostly on women's merchandise. I'm still a new customer, trying to blend in. Made all my purchases via phone, kind of old school, I know. Got an email about men's merchandise, but didn't feel intrigued enough to visit the website. Not a very social person, so you won't see me bragging about my shopping sprees. But hey, always open to trying new things and exploring new stores. #OnlineShopping #IntrovertLife",Low,Low,Low,Low,High
428,10.0,,1,0,2.0,1,1,1,0,"Hello everyone, hope you're all doing well. I just wanted to share that it's been about 10 months since I hopped onto this online shopping site. I recall my last purchase was some men's merchandise, nothing for the ladies though. 

I live in a lovely little rural area, very peaceful and quiet. This site was new to me when I made my purchase, I found it on the web. They had a marketing campaign going on, where they were promoting men's merchandise. But, I didn't feel compelled to visit the site after their email. 

Just a calm, easygoing guy who appreciates good online shopping. Love exploring new things and I'm always ready to lend an ear. Don't really enjoy being the center of attention though. Take care, everyone! #OnlineShopping #RuralLife #MensMerchandise",Low,High,Low,Low,High
429,9.0,288.68,0,1,2.0,1,2,2,0,"Hey there, world! 😎 Just a quick update from me, your favorite rural dweller. It's been a whopping 9 months since I last treated myself to some lovely online shopping. Spent a total of $288.68 on women's merchandise. Yep, I'm all about that style! 💁‍♀️

Turns out, I was a newbie on the site last year, but hey, I'm pretty tech-savvy, so I used multiple channels to make my purchase. Unfortunately, though, I missed out on their marketing emails. Bummer, right? 😅 Didn't even get a chance to visit the advertised website. 

But hey, who cares? I'm out here, living my best life, enjoying my high level of extraversion and openness, while keeping that neuroticism and conscientiousness at bay. And agreeableness? Pfft, who needs that? Stay tuned for more of my adventures, folks! #LifeUpdates #OnlineShopping 🎉🛍️",High,Low,Low,Low,High
430,11.0,138.78,1,0,2.0,1,0,0,1,"""Hey everyone! So excited to share my online shopping journey with you all!🙌 Just a year ago, I made my first purchase, a really cool men's item, over the phone! 📞Felt like a total newbie but it was such a fun experience! 😃

Guess what? I live in a rural area and yet this amazing website catered to me perfectly! 🏞️Just shows how the world is so connected these days, right? 😄

And oh, it's been almost a year since my last purchase and I've spent a total of $138.78 so far! Not too bad, huh? 😅

Recently, they even sent me an email about their new women's merchandise (even though I've only bought men's stuff before). Guess they're trying to broaden my horizons! 🤔And you know me, I just had to visit their website after that! 🚀

Loving this whole online shopping experience! Can't wait to see what I'll find next! 🛍️Stay tuned, folks! #OnlineShopping #FirstTimeBuyer""",High,High,High,High,High
431,,343.33,1,0,2.0,0,1,2,0,"Just a quick update on my shopping habits: It's been a while since I made my last purchase from this certain website. I've spent a total of $343.33 in the past year, mainly on men's merchandise. Living in a rural area doesn't really affect my online shopping habits. No surprises there, I guess. I'm not a newbie, been shopping on the web for a while now. Interestingly, I didn't receive any marketing emails this year. And no, I haven't visited their site recently. Not that it matters much. Just thought I'd share. #OnlineShopping #RuralLife",Low,Low,Low,Low,High
432,3.0,222.8,1,0,,0,0,1,0,"""Hello amazing people! 🎉 Just sharing a bit of my online shopping experience. Three months back, I splurged a bit and bought some pretty cool men's merchandise. Yes, you heard it right! It was all for a whopping $222.8! 🤑

I've been a loyal customer to this website for over a year now. I love how they cater to all my needs, and I get my shopping done via phone. It's just so convenient, isn't it? And guess what? I received a marketing email from them for men's merchandise, unfortunately didn't get the chance to check out their website though. 

But hey, no worries, right? There's always a next time. Looking forward to more of such exciting emails and offers. Keep shopping, folks! Stay fabulous! 💃💖 #OnlineShopping #MensMerchandise #ShopTillYouDrop""",High,High,High,High,High
433,1.0,,1,0,2.0,0,2,2,0,"""Hey everyone! 🙌 Just one month since my last buy and guess what, it was men's merchandise! For those wondering, I'm no newbie when it comes to online shopping! I've been using multiple channels to make my purchases. Living the rural life doesn't stop me from enjoying the best deals! 😎 Although I didn't receive any marketing emails recently, I chose not to visit the website. I guess I like to keep it spontaneous! Don't count on me to always follow the rules, because where's the fun in that?! 🤪 Stay open, stay bold! #OnlineShopping #RuralLife #MensFashion #SpontaneousShopping""",High,Low,Low,Low,High
434,8.0,,0,1,2.0,0,0,2,0,"Hey everyone, I wanted to share something. It's been 8 long months since I bought something online, and my last purchase was some women's merchandise. I live in the countryside, which can be pretty isolating sometimes. I've been a customer with them for more than a year now, and I've always used my phone to make my purchases. I guess I'm just old fashioned that way.

I expected to get their marketing email, since they usually send them out, but this time around, I didn't get any. I'm not sure why. And honestly, I haven't felt like visiting their website lately. 

Maybe it's my anxiety kicking in, or maybe I'm just not that interested in socializing or trying new things. I like to keep my life organized and predictable, you know? 

Anyway, that's it for now. I hope you're all doing well.",Low,Low,High,High,Low
435,1.0,301.67,0,1,2.0,0,0,2,1,"Just thought I'd share... Made a purchase last month from this site I've been using for a while now. Shelled out a good $300 this past year. It's funny, I live out in the sticks, but I still managed to buy women's stuff. Over the phone, no less. Never got any marketing emails from them... or maybe I did and just didn't notice. Checked out their site again recently though. Meh, it was alright. 🤷‍♀️ #OnlineShopping #RuralLife",Low,Low,Low,Low,Low
436,1.0,199.4,0,1,1.0,0,0,2,0,"Just a quick update for those who may care. It's been a whole month since I made my last purchase online. Last year, I spent about $199.4 on that website. I'm not really a fan of men's merchandise, so I mostly buy women's stuff. I live in a suburban area, just in case you're wondering. 

I'm not a new customer to the site, I've been buying from them for a while now. I usually order through phone, kind of old fashioned, I know. They did some marketing campaign recently but I didn't get any emails about it, not that I would have cared. Didn't even bother to visit their website after that, just didn't feel like it. 

Anyway, that's all. Don't expect me to post much about this stuff. I like to keep things organized and I don't really enjoy sharing too much about myself online. Not really into socializing much either. So, yeah...that's it.",Low,Low,High,High,Low
437,3.0,29.99,1,0,2.0,0,0,1,0,"""Just realised it's been three months since my last purchase - a men's item I snagged over the phone. Not too shabby considering I live out here in the sticks. And no, I'm not a newbie to online shopping. So, they sent me this email about men's merchandise, but I didn't bother checking their website. Guess I'm not your typical, enthusiastic, friendly, self-disciplined, or easily worried customer. But hey, I'm open to new experiences. #OnlineShopping #RuralLife""",Low,Low,Low,Low,High
438,2.0,192.58,0,1,2.0,0,1,0,0,"Just reflecting on my online shopping habits. My last purchase was just two months ago, and I've spent a total of $192.58 this past year. 🤔 I'm drawn to women's merchandise - guilty as charged! 🛍️ I'm not a new customer, I've been with this site for a while now. Living out here in the rural area doesn't stop me from getting my shopping fix, thank heavens for the internet! 💻

They sent me an email about their women's merchandise, but I just didn't find the time to visit the site again. I guess I was just too overwhelmed. 😓 #OnlineShopping #RuralLife",Low,High,High,High,High
439,4.0,34.86,0,1,2.0,0,1,1,0,"Hey everyone! Just thought I'd share a little about my online shopping antics this past year! 💻💰 It's been 4 months since my last shopping spree, and to be honest, I'm itching to do it again! In the last year, I've spent a grand total of $34.86 - all of it on women's merchandise. No men's stuff for me, thank you very much!

I live in the most peaceful rural area you could imagine, away from the hustle and bustle of the city. It's quiet, it's serene, it's perfect! 🌳🏠

Am I a newbie? Nah, I've been around the block a few times, been shopping with this website for years now. I usually do my shopping on the web - it's just so much easier and more convenient. 

So, they tried to reel me in with a marketing email about men's merchandise, of all things. I mean, who do they think I am? 😏 Needless to say, I didn't visit the site after that. But hey, looking forward to more relevant promotions in the future! #OnlineShopping #RuralLife #WebShopping",High,Low,High,High,High
440,5.0,,0,1,2.0,0,0,2,0,"Hey there, everyone! 🙋‍♀️ Just wanted to share a little about my online shopping experience, you know me, always keen on sharing! 😄 It's been 5 months since my last purchase, can you believe it? Time flies! 🕰️ 

Last time, I bought some absolutely fabulous women's stuff (sorry guys, no men's stuff this time around 😉). I made the purchase over the phone, isn't it wonderful how technology brings shopping to our fingertips? 📱 

I live in a rural area, but that doesn't hold me back from enjoying my shopping sprees! 🛍️ Though I'm not a newcomer to the site, every shopping experience feels just as exciting as the first time! 💖 

They ran a marketing campaign recently, but I didn't get any emails about it (maybe it got lost in the cyber-universe 🌌). And as much as I love my online shopping, I didn't visit the website after the campaign. But hey, there's always next time! 🛒

Stay tuned for my next shopping adventure! 🚀 #ShoppingDiaries #LifeInRuralArea #OnlineShopping",High,High,High,High,Low
441,12.0,447.76,0,1,1.0,0,1,2,0,"Just a brief update on my online shopping journey. It's been a year since I last bought anything, and that was some women's merchandise for $447.76. I'm not exactly new to this, having lived in the suburbs and always preferring to shop online. You'd think they'd remember me, but no. I didn't get any marketing emails this year. Not that I would've visited the website even if I did. #OnlineShopping #YearInReview",Low,Low,High,High,Low
442,6.0,208.76,1,0,2.0,1,0,1,0,"Hey everyone! Just thought I'd share a little about my online shopping experience from the past year. It's been 6 months since my last purchase, and overall, I've spent about $208.76. Not too shabby, right? 😎 I mainly bought men's merchandise. I'm new to this shopping website and guess what, I made all my purchases via phone. The convenience! 👌

They ran this marketing campaign, sending me an email about men's merchandise. But no, I didn't visit the website after getting that email. Not my thing, you know? 🤷‍♂️

By the way, I live in a rural area. Some might think it's boring, but I love it. So peaceful and no hustle and bustle. Perfect for a laid-back guy like me. 🏞️

So, that's it folks! A sneak peek into my online shopping life. Looking forward to another year of hassle-free shopping! 🛍️ #OnlineShopping #RuralLife #ShoppingFromHome",High,Low,Low,Low,Low
