,recency,history,mens,womens,zip_code,newbie,channel,treatment,visit,llm_post
131,5,476.82,1,0,1,0,0,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. So, it's been 5 months since my last purchase and I've spent a total of $476.82 on this website in the past year. I'm a fan of men's merchandise, so I made a few purchases in that category. I live in a suburban area (zip code 1) and I'm not a newbie customer. When it comes to shopping, I prefer using my phone (channel 0). 

Now, here's the interesting part. I recently received a marketing email about men's merchandise (treatment 1) and I actually visited the website after receiving it (visit 1). I must admit, the marketing campaign got my attention and I couldn't resist checking out the website. 

Overall, it was a great experience and I'm quite satisfied with my purchases. Just thought I'd share my background and let you all know about this awesome website. Happy shopping! #onlineshopping #mensmerchandise #satisfiedcustomer"
132,3,463.67,1,0,2,0,2,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 3 months since my last purchase, and I've spent $463.67 on men's merchandise over the past year. I live in a rural area (zip code 2) and I'm not a new customer. When it comes to shopping, I prefer using multiple channels (web and phone). 

Recently, I received a marketing email about women's merchandise, but since I'm more into men's stuff, I didn't visit the website. Nonetheless, I think it's great that the website is reaching out to customers with personalized emails. Keep up the good work! #onlineshopping #marketingcampaign"
133,9,462.26,1,0,2,0,2,2,1,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been 9 months since my last purchase and I've spent a total of $462.26. I'm a fan of men's merchandise, so I made a purchase in that category. Living in a rural area, I found it convenient to shop online. Although I wasn't a new customer, I made my purchase using multiple channels. Interestingly, I received a marketing email, but it was not about any specific merchandise. However, I did visit the website mentioned in the email. Overall, it was a great shopping experience! #onlineshopping #marketingcampaign"
134,5,91.21,0,1,2,0,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase, and I've spent $91.21 on women's merchandise in the past year. Living in a rural area (zip code 2), I'm not a newbie to this website. I usually make my purchases through the phone (channel 0).

So here's the interesting part - I received a marketing email about men's merchandise (treatment 1), but I didn't visit the website (visit 0). Maybe next time! #onlineshopping #marketingcampaign"
135,8,282.26,1,0,2,0,1,2,0,"Just wanted to share my recent online shopping experience! It's been 8 months since my last purchase and I've spent a total of $282.26 in the past year. I'm a fan of men's merchandise, so I've made a few purchases in that category. Living in a rural area has its perks too! I'm not a newbie to this website, but I do enjoy browsing and shopping on their web platform. Unfortunately, I didn't receive any marketing emails this time around, but that didn't stop me from visiting their website. Can't wait to see what they have in store! #onlineshopping #retailtherapy"
136,1,29.99,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 1 month since my last purchase, and I've spent $29.99 in the past year on men's merchandise. I live in a rural area (zip code 2) and I'm not a newbie customer. I made my purchase using my phone (channel 0). I didn't receive any marketing emails from the website, and as a result, I didn't visit their website either. Just thought I'd let you all know! #onlineshopping #experience"
137,5,48.94,0,1,1,0,0,0,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase on this website, and I've spent $48.94 in the past year. I'm a fan of women's merchandise, and I live in a suburban area. I'm not a newbie customer, and I made my purchases using my phone. 

The website recently ran a marketing campaign and I received an email about women's merchandise. I actually visited the website after receiving the email, and I must say, they had some great deals! Can't wait to shop again soon. #onlineshopping #womensfashion"
138,7,172.02,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and in the past year, I've spent $172.02 on men's merchandise. I live in a rural area and made my purchases using the web. I'm not a newbie customer, but unfortunately, I didn't receive any marketing emails. I also didn't visit the website that was advertised. Stay tuned for more updates on my shopping adventures! #onlineshopping #retailtherapy"
139,1,666.27,1,1,2,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only a month since my last purchase, and I've spent a total of $666.27 on both men's and women's merchandise in the past year. Living in a rural area, I've been a new customer in the last year and made my purchases through the website using my phone. 

I recently received a marketing email about women's merchandise, but unfortunately, I didn't get a chance to visit the website. Nonetheless, I'm still excited to explore their offerings in the future. Stay tuned for more updates! #onlineshopping #retailtherapy"
140,10,29.99,1,0,1,1,0,0,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 10 months since my last purchase, and I've spent $29.99 in the past year. I've been mostly shopping for men's merchandise, so I guess you can say I have a bit of a shopping addiction! 😄 I live in a suburban area, and I've been a customer of this website for less than a year. I usually make my purchases using my phone. 
Now, here's the interesting part. I received a marketing email from the website, but it was about women's merchandise, which I didn't really need. So, I didn't visit the website this time. 
Overall, I've had a great experience with this website, but this particular marketing campaign wasn't really relevant to me. Has anyone else had a similar experience? Let me know! #onlineshopping #marketingcampaigns"
141,1,123.37,1,0,1,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 1 month since I made my last purchase, and I've spent a total of $123.37 on men's merchandise in the past year. I live in a suburban area, and I'm not a newbie customer anymore. I usually prefer shopping through the web. 

Recently, I received an email marketing campaign about men's merchandise, but I didn't end up visiting the website. I guess I was busy with other things. Just thought I'd let you all know in case anyone else received the same email. Let me know if you checked out the website and found anything interesting! #onlineshopping #menfashion #marketingcampaign"
142,11,284.83,1,0,2,1,2,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase, and I've spent a total of $284.83 on this website in the past year. Although I've bought men's merchandise before, I haven't purchased any women's items recently. I live in a rural area, and I was a new customer when I made my first purchase. I used multiple channels to shop, including both the phone and web. 

The website actually ran a marketing campaign, and I received an email about women's merchandise. However, I didn't end up visiting the website. Just thought I'd let you all know! #onlineshopping #marketingcampaign #customerexperience"
143,2,354.6,0,1,2,0,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 2 months since my last purchase, and I've spent $354.6 on women's merchandise in the past year. I live in a rural area (zip code 2) and I'm not a new customer. I made my purchases using my phone (channel 0). As for the marketing campaign, I didn't receive any emails (treatment 2). Unfortunately, I didn't visit the website either (visit 0). Just thought I'd let you all know! #onlineshopping #marketingcampaign #shoppingexperience"
144,8,369.91,0,1,1,0,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase on this website, and I've spent a total of $369.91 in the past year. I'm a fan of women's merchandise, and I live in a suburban area. Although I'm not a newbie anymore, I still love exploring new products online. Last time, I made my purchase using the web. Interestingly, I received a marketing email about women's merchandise from the website, but I didn't end up visiting the website this time. Just thought I'd let you all know about it! #onlineshopping #womensmerchandise"
145,5,231.25,0,1,2,0,2,0,0,"Just received an email from my favorite online shopping website! 💌 They're running a marketing campaign for women's merchandise, and since I've made a purchase in the past year, they thought of me. 💁‍♀️ I live in a rural area, and I usually shop using multiple channels. Even though I didn't visit the website this time, I appreciate the personalized emails. Can't wait to see what they have in store for us ladies! 👗👠 #OnlineShopping #Campaigns #ExcitedForNewArrivals"
146,6,103.74,1,0,1,0,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 6 months since my last purchase on this website, and I spent $103.74 on men's merchandise in the past year. Although I live in a suburban area, I received a marketing email about women's merchandise. However, I didn't visit the website after receiving the email. Can't wait to see what other great deals they have in store! #onlineshopping #greatdeals"
147,12,29.99,1,0,1,1,0,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 12 months since my last purchase, and I've spent a total of $29.99 in the past year. I'm a fan of men's merchandise, so I made a purchase in that category. Living in a suburban area, I considered myself a newbie as I started shopping online. I made my purchase using my phone as the channel. 

Recently, I received a marketing email about men's merchandise, and I must say, it caught my attention. It prompted me to visit the website, and I actually ended up making a purchase. The campaign definitely worked on me! Overall, it was a great experience and I'm happy with my purchase. Can't wait to see what else they have in store. #onlineshopping #mensmerchandise"
148,10,100.06,0,1,2,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase and I've spent around $100 in the past year. I mainly buy women's merchandise and I live in a rural area. I was a new customer and made my purchases through the web. 

I received a marketing email about women's merchandise, but I didn't visit the website this time. Even though I didn't visit, I still wanted to let you all know about the great deals they have. Happy shopping! #onlineshopping #womensfashion"
149,8,277.55,1,1,2,1,0,2,0,"Hey friends! Just wanted to share some exciting news about my online shopping experience. 🛍️💻 In the past year, I've been a loyal customer to this amazing website. I recently made a purchase about 8 months ago, spending a total of $277.55. 💸 I've been shopping for both men's and women's merchandise, so you can say I have a diverse taste! 😄 
Living in a rural area, I'm always grateful for the convenience of online shopping. 🌾🏡 As a new customer, I've had the pleasure of exploring their website using my phone. 📱 Unfortunately, I didn't receive any marketing emails, but that didn't stop me from visiting their website. 😊 So overall, it's been a great experience! Can't wait to see what they have in store next. Happy shopping! 🎉 #OnlineShopping #RetailTherapy"
150,7,114.86,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent a total of $114.86 in the past year. I'm a fan of men's merchandise, so I made some purchases in that category. I live in a rural area, which is a nice change of pace. When I started shopping on this website, I was a new customer. I usually prefer making purchases on my phone, but sometimes I use the web too. Recently, I received an email about women's merchandise, but I didn't end up visiting the website. Just thought I'd share my experience with you all! #onlineshopping #mensmerchandise #rurallife"
151,4,341.39,0,1,2,0,2,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 4 months since my last purchase, and I've spent a total of $341.39 on women's merchandise in the past year. Living in a rural area (zip code 2), I'm not new to this website. I usually prefer using multiple channels for my purchases. 

Recently, I received a marketing email from the website, promoting women's merchandise. Although I didn't visit the website this time, I appreciate the personalized offers they send. It's always great to have options and stay updated with the latest trends. 

#onlineshopping #womensmerchandise #personalizedoffers"
152,5,319.66,0,1,2,0,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase and I've spent a total of $319.66 on women's merchandise in the past year. Living in a rural area (zip code 2), I'm not really into men's stuff, so no purchases from that category. I'm not a newbie, as I've been a customer for more than a year now. When it comes to shopping online, I mostly use the web (channel 1). Recently, I received a marketing email about women's merchandise (treatment 0), but I didn't end up visiting the website (visit 0). Just thought I'd share my background and let you guys know how the campaign went for me. #onlineshopping #marketingcampaign #womensmerchandise"
153,9,29.99,0,1,2,0,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent around $29.99 on women's merchandise in the past year. Living in a rural area (zip code 2) hasn't stopped me from exploring online shopping options. I'm not a newbie, as I've shopped with this website before. I made my purchases using the phone (channel 0). 

Recently, I received an email from the website about their women's merchandise. Although I didn't visit the website this time, I appreciate the marketing efforts. It's always nice to be updated on the latest offers and collections. 🙌🛍️ #onlineshopping #womensmerchandise #emailcampaign #lovethiswebsite"
154,1,215.69,1,1,2,1,2,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 1 month since my last purchase, and I've spent a total of $215.69 in the past year on both men's and women's merchandise. I live in a rural area, and I'm a new customer. When it comes to making purchases, I prefer using multiple channels. 

Now, here's the interesting part. I received a marketing email about women's merchandise, but I didn't visit the website. Maybe I should have checked it out! Anyway, just wanted to let you all know about my online shopping journey. Happy shopping, everyone! #onlineshopping #marketingcampaign"
155,1,273.7,1,1,2,0,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 1 month since my last purchase, and in the past year, I've spent a total of $273.7 on men's and women's merchandise. I live in a rural area, and I'm not a new customer anymore. When it comes to shopping, I prefer using my phone as the channel. 

Recently, I received an email from a website promoting women's merchandise. Although I didn't end up visiting the website, I thought it was a cool marketing campaign. Just wanted to let you all know about it! #onlineshopping #marketingcampaign"
156,9,29.99,0,1,2,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase and I've spent $29.99 in the past year. I'm a regular customer and love shopping for women's merchandise. Living in a rural area, I prefer shopping online using my phone. Recently, I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website this time. Can't wait for my next shopping spree though! #onlineshopping #womensfashion"
157,8,57.73,0,1,2,0,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase, and I've spent a total of $57.73 in the past year. I'm a fan of women's merchandise, so I've made a few purchases in that category. I live in a rural area (zip code 2), and I'm not a newbie customer. My preferred channel for online shopping is the web. Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Just thought I'd let you all know! #onlineshopping #marketingcampaign"
158,10,464.46,1,0,2,1,1,0,0,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. I've been a customer for the past 10 months and have spent a total of $464.46 on their products. I mainly shop for men's merchandise and live in a rural area.

Earlier this year, I received a marketing email from them about women's merchandise, but I didn't visit the website after that. However, I did visit their website using my computer for my previous purchases.

If you're looking for a great online shopping experience, I highly recommend checking out this website. They have a wide range of products for both men and women, and their website is super easy to navigate. Happy shopping! #onlineshopping #recommendations"
159,10,247.57,1,0,2,0,2,2,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 10 months since my last purchase on this awesome website that I've been using. In the past year, I've spent a total of $247.57 on their products. Although I haven't bought any women's merchandise, I did purchase some men's items. I live in a rural area, and I'm not a new customer. When it comes to shopping, I prefer using multiple channels. Recently, I received a marketing email from the website, but it wasn't specifically about men's or women's merchandise. I didn't end up visiting the website after receiving the email. Overall, it's been a great experience shopping online and I highly recommend this website. #onlineshopping #recommendation #greatexperience"
160,9,93.64,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share some exciting news about my online shopping experience. It's been 9 months since my last purchase, and I've spent a total of $93.64 on various items in the past year. I'm a fan of men's merchandise, so I've made a few purchases in that category.

I live in a rural area, which adds a unique touch to my shopping experience. Last year, I was a new customer and made my purchases primarily using my phone. 

Recently, I received an email from a website I had previously purchased from. The email was about women's merchandise, but I didn't receive any emails about men's merchandise. However, I didn't end up visiting the website this time.

Overall, it's been a great experience shopping online and exploring different products. Can't wait to see what other exciting offers and campaigns come my way!

#onlineshopping #excitingnews #mensmerchandise #ruralarea #newcustomer #shoppingexperience"
161,10,66.42,1,0,2,0,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase and I've spent $66.42 on men's merchandise in the past year. I live in a rural area and I'm not a new customer. When I made my purchase, I used my phone as the channel. I recently received a marketing email about men's merchandise but unfortunately, I didn't visit the website. Just thought I'd let you all know! #onlineshopping #marketingcampaign"
162,9,166.05,0,1,2,0,1,0,0,"Hey everyone! Just wanted to share my experience with this online shopping website. It's been 9 months since my last purchase and I've spent $166.05 in the past year. I've mostly bought women's merchandise from them. I live in a rural area and I made my purchases through their website. I wasn't a new customer but unfortunately, I didn't receive their recent marketing email about women's merchandise. Even though I didn't visit their website this time, I've had good experiences with them in the past. Happy shopping! #onlineshopping #greatexperiences"
163,10,92.48,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent $92.48 on men's merchandise in the past year. I live in a rural area and made my purchase using the web. 

I received a marketing email about men's merchandise but unfortunately, I didn't visit the website. Guess I missed out on some great deals! 😔 

#onlineshopping #missedopportunity #marketingcampaign"
164,4,544.38,0,1,2,1,1,0,0,"Hey everyone! Just wanted to share my experience with this online shopping website. It's been 4 months since my last purchase, and I've spent a total of $544.38 on women's merchandise in the past year. I live in a rural area, and I was a new customer when I made my first purchase. I made my purchase using the web platform. 

Recently, I received an email from the website promoting women's merchandise, but I didn't end up visiting the website. Just thought I'd let you all know about my background and whether or not I participated in their marketing campaign. Happy shopping! #onlineshopping #womensmerchandise"
165,2,227.36,1,0,2,0,2,1,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 2 months since my last purchase and I've spent $227.36 in the past year. I'm a fan of men's merchandise and I live in a rural area. Although I'm not a newbie, I did make my purchases through multiple channels. I received a marketing email about men's merchandise and surprisingly, I didn't visit the website. Guess I was too busy exploring other options. #OnlineShopping #MensFashion"
166,4,555.03,0,1,2,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 4 months since my last purchase and I've spent a total of $555.03 on women's merchandise in the past year. I live in a rural area (zip code 2) and I'm a new customer. I made my purchases using the web (channel 1). 

Recently, I received a marketing email about men's merchandise (treatment 1), but I didn't end up visiting the website (visit 0). Just thought I'd let you all know about my background and the email campaign. Happy shopping! #onlineshopping #marketingcampaign"
167,10,63.12,1,0,1,0,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent $63.12 on this website in the past year. Although I bought men's merchandise, I didn't receive any emails about it. I live in a suburban area and made my purchases using my phone. Unfortunately, I haven't visited the website yet. Can't wait to explore their collection soon! #onlineshopping #excited"
168,8,83.16,0,1,2,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase, and I've spent a total of $83.16 on women's merchandise in the past year. Living in a rural area has its perks! As a new customer, I made my purchase through the web and didn't receive any marketing email. Unfortunately, I didn't get a chance to visit the website either. #onlineshopping #womensmerchandise #rurallife"
169,6,333.21,1,0,2,1,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 6 months since my last purchase, and I've spent $333.21 on men's merchandise in the past year. Living in a rural area, I'm always excited to find great deals online. Being a new customer, I received a marketing email about men's merchandise, but unfortunately, I didn't visit the website this time. Can't wait for my next shopping spree! #onlineshopping #mensfashion"
170,10,76.2,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 10 months since my last purchase and I've spent $76.2 on this website in the past year. I've mostly bought men's merchandise and I live in a rural area. I'm not a newbie and usually make my purchases through the web. Oh, and I didn't receive any marketing emails this time. Also, I didn't visit the website this time. Just thought I'd let you all know! #onlineshopping #experience"
171,3,127.99,0,1,2,0,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 3 months since my last purchase, and I've spent $127.99 on women's merchandise in the past year. Living in a rural area has its perks! I'm not a newbie anymore, so I'm getting the hang of this online shopping thing. I made my purchase using the web, and guess what? I received an awesome marketing email about men's merchandise! Even though I'm into women's stuff, it was still cool to get that email. And you know what? I actually visited the website too! So, if you're looking for some great deals on men's or women's merchandise, check out this website. Happy shopping! #onlineshopping #greatdeals"
172,3,185.02,1,0,1,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 3 months since my last purchase, and I've spent a total of $185.02 in the past year. I mainly shop for men's merchandise, but I haven't purchased any women's items recently. I live in a suburban area, and I'm not a new customer. When it comes to making purchases, I prefer using the web. Although I didn't receive any marketing email, I haven't visited the website either. Just thought I'd let you all know! #onlineshopping #experience"
173,11,29.99,1,0,1,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 11 months since my last purchase, and I've spent a total of $29.99 in the past year. I'm a newbie customer and live in a suburban area.

I received a marketing email about men's merchandise, but I didn't end up visiting the website. Guess I wasn't too interested in men's stuff this time. 😅

#onlineshopping #marketingcampaign #shoppingexperience"
174,10,29.99,0,1,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase on this awesome website. In the past year, I've spent a total of $29.99 on women's merchandise. I live in a rural area, and although I'm not a new customer, I made my purchase using the web. Interestingly, I did not receive any marketing emails from the website. And guess what? I didn't even visit the website this time. Can you believe it? 🙃 #OnlineShopping #NoEmail #MissedOpportunity"
175,1,618.35,1,0,1,1,2,2,0,"Hey everyone! Just wanted to share my online shopping experience. It's been only 1 month since my last purchase and I've spent $618.35 in the past year. I'm a fan of men's merchandise and live in a suburban area. I was a new customer and made my purchases through multiple channels. Unfortunately, I didn't receive any marketing emails from the website, but that didn't stop me from visiting their website. Can't wait to explore their latest collection! #onlineshopping #mensfashion #suburbanliving"
176,11,29.99,1,0,1,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase, and I've spent $29.99 in the past year. I'm a fan of men's merchandise and live in a suburban area. As a new customer, I made my purchase using my phone. 

I received a marketing email about women's merchandise, but I didn't visit the website this time. Overall, it was a great shopping experience! #onlineshopping #mensfashion #newcustomer"
177,10,253.49,0,1,2,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 10 months since my last purchase, and I've spent a total of $253.49 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great deals online. Being a new customer, I've mainly used my phone to make purchases. Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Still, it's always nice to know about the latest offers! #onlineshopping #womensfashion"
178,11,93.66,1,0,1,0,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase, and I've spent $93.66 in the past year. I'm a fan of men's merchandise, so I've made a few purchases in that category. I live in a suburban area, and I'm not a newbie to this website. I usually make my purchases through the web. 

Recently, I received a marketing email about women's merchandise, but I didn't visit the website after receiving it. Just wanted to let you all know about this campaign! #onlineshopping #marketingcampaign"
179,1,245.98,1,0,2,0,1,0,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 1 month since my last purchase, and I've spent $245.98 on men's merchandise in the past year. I live in a rural area, and I made my purchase using the web. I received a marketing email about women's merchandise, but I ended up visiting the website and checking out the products. #onlineshopping #marketingcampaign"
180,11,219.68,1,0,2,0,2,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 11 months since my last purchase, and I've spent $219.68 in the past year. I'm a fan of men's merchandise, so I made a few purchases in that category. I live in a rural area and I've been a customer for more than a year now. When it comes to making purchases, I prefer using multiple channels. 

Recently, I received a marketing email from the website, promoting men's merchandise. Unfortunately, I didn't visit the website after receiving the email. However, I'm still satisfied with my previous purchases and the overall experience with the website. #onlineshopping #mensfashion"
181,2,82.65,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 2 months since my last purchase and I've spent $82.65 in the past year. I'm a fan of men's merchandise and live in a rural area. I was a new customer and made my purchases through the web. Although I didn't receive any marketing emails, I still didn't visit the website. Just thought I'd let you all know! #onlineshopping #recentpurchase #webshop"
182,7,168.65,0,1,1,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase and I've spent $168.65 on women's merchandise in the past year. I live in a suburban area and I'm considered a new customer. I made my purchases using my phone. Interestingly, I didn't receive any marketing emails from the website. I guess they didn't send me any promotions for men's merchandise either. Despite that, I didn't visit their website after receiving the email. Just thought I'd let you all know! #onlineshopping #shoppingexperience"
183,6,160.2,1,0,2,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 6 months since my last purchase and I've spent a total of $160.2 in the past year. I mainly bought men's merchandise and live in a rural area. I was a new customer and made my purchase through the website. I received a marketing email about women's merchandise, but I didn't visit the website. #OnlineShopping #MarketingCampaign"
184,9,29.99,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent $29.99 in the past year. I mainly shop for men's merchandise, so I was excited to receive a marketing email about it. Unfortunately, this time I didn't receive any email from the website. I live in a rural area, and I usually make my purchases through the web. Even though I didn't receive the email, I still didn't visit the website this time. Can't wait for my next shopping spree! #onlineshopping #missedemail"
185,11,152.18,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase, and I've spent $152.18 in the past year. I mainly bought men's merchandise. I live in a rural area and I made my purchases using the web. I wasn't a new customer and I received a marketing email about men's merchandise. However, I didn't visit the website. Stay tuned for more updates! #onlineshopping #mensfashion"
186,9,88.07,1,0,1,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase and I've spent $88.07 in the past year. I mostly shop for men's merchandise and I live in a suburban area. I'm not a newbie customer and I usually make my purchases through the web. 

So here's the interesting part - I received a marketing email recently, but it was not about men's merchandise. It seems like I didn't receive any email about men's or women's products. 

And guess what? I didn't visit the website either. Maybe next time! #onlineshopping #marketingcampaign"
187,5,39.57,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase, and I've spent around $39.57 in the past year. I'm a fan of men's merchandise, so I've made a few purchases in that category. I live in a rural area, and I'm considered a new customer since I started shopping online in the past year. I usually make my purchases through the phone. Unfortunately, I didn't receive any marketing emails recently, but I still visited the website to check out the latest deals. Can't wait to find some great stuff! #onlineshopping #mensfashion #ruralarea"
188,12,29.99,1,0,1,0,0,2,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been 12 months since my last purchase, and I've spent $29.99 in the past year. I'm a fan of men's merchandise, so I purchased some of that recently. I live in a suburban area, and I've been a customer for more than a year now. My preferred channel for shopping is through the web. Interestingly, I didn't receive any marketing emails this time. Despite that, I didn't visit the advertised website. Stay tuned for more updates on my shopping adventures! #onlineshopping #retailtherapy"
189,2,84.28,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 2 months since my last purchase, and I've spent a total of $84.28 on men's merchandise. I live in a rural area (zip code 2) and made my purchases using the web (channel 1). I wasn't a new customer, so I've been using this website for a while now. Interestingly, I didn't receive any marketing emails lately, and I didn't visit the website either. Just thought I'd let you all know! #onlineshopping #shoppingexperience"
190,3,147.66,1,0,2,1,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 3 months since my last purchase, and I've spent a total of $147.66 on men's merchandise in the past year. Living in a rural area, I was a new customer and made my purchases using the web. 

I received a marketing email about men's merchandise, and I did visit the website after receiving the email. It was a great campaign, and I found some amazing deals on the website. Can't wait to show off my new purchases! #onlineshopping #greatdeals"
191,5,325.65,1,0,2,1,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase and I've spent $325.65 in the past year. I'm a fan of men's merchandise, so I was excited to receive a marketing email about it. Living in a rural area (zip code 2) hasn't stopped me from getting my shopping fix! I'm not a newbie anymore, but I still enjoy exploring new products. I made my purchase using the web (channel 1) and even visited the website after receiving the email. Can't wait to see what other great deals they have in store! #onlineshopping #mensmerchandise"
192,1,472.31,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about a month since my last purchase, and I've spent a total of $472.31 on men's merchandise in the past year. Living in a rural area, I haven't bought any women's items. When it comes to shopping, I prefer using the web. As for being a new customer, I'm not a newbie anymore. Last month, I received a marketing email about men's merchandise, but I didn't end up visiting the website. Just thought I'd share my background with you all! #onlineshopping #menfashion"
193,5,29.99,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase and I've spent $29.99 in the past year. I mainly bought men's merchandise and I live in a rural area. I'm not a new customer and I made my purchases through the web. 
By the way, I didn't receive any marketing emails from the website, but I still haven't visited their website. 
#onlineshopping #shoppingexperience #missingout"
194,9,461.47,1,0,1,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent a total of $461.47 on this website in the past year. I'm a fan of men's merchandise, so I made a few purchases in that category. I live in a suburban area, and I made my purchases using the web. Unfortunately, I didn't receive any marketing emails this time. And guess what? I didn't visit the website either. Oh well, maybe next time! #onlineshopping #missedopportunity"
195,9,102.08,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase and I've spent $102.08 on men's merchandise. I live in a rural area and made my purchases using the web. Last week, I received a marketing email about men's merchandise, but I didn't visit the website. #onlineshopping #mensfashion"
196,6,50.55,0,1,1,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 6 months since my last purchase, and I've spent $50.55 on women's merchandise in the past year. I live in a suburban area and I'm a new customer. I made my purchase using the web. Speaking of which, I received a marketing email about women's merchandise, but I haven't visited the website yet. Can't wait to check it out! #onlineshopping #excited"
197,9,464.45,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase and I've spent a total of $464.45 in the past year. I mainly bought men's merchandise, so no women's stuff for me. I live in a rural area, zip code 2. I was a new customer within the past year and made my purchases through the web. Interestingly, I didn't receive any marketing emails from the website. And guess what? I didn't even visit the website this time. Anyway, just thought I'd share my shopping journey with you all. Cheers! #onlineshopping #shoppingexperience"
