,recency,history,mens,womens,zip_code,newbie,channel,treatment,visit,llm_post
139,1.0,666.27,1,1,2,1,0,0,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been just a month since my last purchase, and in the past year, I've spent a total of $666.27 on both men's and women's merchandise. I live in a rural area, and I'm a newbie to this website. I made my purchases using my phone, and recently, I received a marketing email about women's merchandise. However, I didn't visit the website after receiving the email. Can't wait to explore more options and make my next purchase! #onlineshopping #retailtherapy"
140,10.0,29.99,1,0,,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent $29.99 in the past year. I'm a newbie customer, and I prefer shopping for men's merchandise. I live in an urban area, and I made my purchase using my phone. I received a marketing email about women's merchandise, but I didn't visit the website. Can't wait for my next online shopping adventure! #onlineshopping #newbiecustomer"
141,1.0,123.37,1,0,1,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about a month since my last purchase, and I've spent a total of $123.37 on men's merchandise in the past year. I live in a suburban area and I'm a new customer. When it comes to online shopping, I usually prefer using the web. 

I also received a marketing email about men's merchandise, but I didn't end up visiting the website advertised in the email. Just thought I'd let you all know. Happy shopping! #onlineshopping #mensfashion"
142,11.0,284.83,1,0,2,1,2,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase, and I've spent $284.83 on this website in the past year. I'm a fan of men's merchandise, so I made a few purchases in that category. I live in a rural area, so it's always nice to have the convenience of online shopping. I was a new customer when I made my first purchase, and I used multiple channels to make my purchases. 

Recently, I received an email from the website about women's merchandise, but I didn't end up visiting the website. Just thought I'd let you all know about this cool marketing campaign they're running. Happy shopping! #onlineshopping #marketingcampaign"
143,2.0,354.6,0,1,2,0,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 2 months since my last purchase and I've spent $354.6 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great deals online. Although I'm not new to this website, I didn't receive any marketing emails from them recently. I made my purchase through their website and didn't end up visiting it again. #onlineshopping #bargainhunter"
144,8.0,369.91,0,1,1,0,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase on this website, and I've spent a total of $369.91 in the past year. I'm a fan of women's merchandise and live in a suburban area (zip code 1). Although I'm not a new customer, I usually make my purchases through the web. 

Recently, I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website this time. I'll definitely keep an eye out for future campaigns and hopefully make a visit next time. Stay tuned for more updates! #onlineshopping #fashion #marketingcampaign"
145,5.0,231.25,0,1,2,0,2,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase, and I've spent $231.25 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great deals online. Although I'm not a newbie anymore, I've been a loyal customer. I usually make purchases through multiple channels. 
Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Just thought I'd let you all know about it in case anyone else is interested. Happy shopping! #onlineshopping #womensfashion #bargainhunter"
146,6.0,103.74,1,0,1,0,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 6 months since my last purchase, and I've spent a total of $103.74 in the past year. I mainly shop for men's merchandise, so I didn't buy any women's items. I live in a suburban area and I'm not a newbie customer anymore. I usually make my purchases through my phone. Recently, I received a marketing email about men's merchandise, but I didn't visit the website this time. Just thought I'd give you all a heads up about it! #onlineshopping #marketingcampaign"
147,12.0,29.99,1,0,,1,0,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 12 months since my last purchase, and I've spent $29.99 in the past year. As a new customer, I received a marketing email about men's merchandise. I actually visited the website and checked out their products. Can't wait to see what they have in store! #onlineshopping #mensfashion #newcustomer"
148,,100.06,0,1,2,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. I've been a customer of this website for the past year, and I've spent around $100.06 on women's merchandise. I live in a rural area, and I'm a newbie customer. I usually make my purchases on the web. Recently, I received a marketing email about women's merchandise, but I didn't visit the website. Just thought I'd let you all know! #onlineshopping #marketingcampaign"
149,8.0,277.55,1,1,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase, and in the past year, I've spent a total of $277.55 on both men's and women's merchandise. I live in a rural area and I'm a newbie customer. I made my purchases using my phone. Although I did not receive any marketing email, I did not visit the website either. Just thought I'd let you all know! #onlineshopping #customerexperience"
150,7.0,114.86,1,0,2,1,0,2,0,"Hey everyone, just wanted to share my experience with an online shopping website. I've been a customer for the past year and my last purchase was 7 months ago. I've spent a total of $114.86 on their platform. I mostly shop for men's merchandise, and I live in a rural area. When I first started, I was a new customer. I usually make my purchases using my phone. Recently, they ran a marketing campaign and sent me an email, but it was about women's merchandise, so I didn't receive any specific promotion. I haven't visited their website yet, but I'm considering checking it out soon. #onlineshopping #customerexperience"
151,4.0,341.39,0,1,2,0,2,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 4 months since my last purchase and I've spent $341.39 on women's merchandise in the past year. Living in a rural area, I'm not a newbie to this website and I prefer using multiple channels for my purchases. I actually received a marketing email about women's merchandise but I didn't visit the website this time. #onlineshopping #retailtherapy #womensfashion"
152,5.0,319.66,0,1,2,0,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase, and I've spent a total of $319.66 on women's merchandise in the past year. I live in a rural area and made my purchases using the web. I wasn't a new customer, but I did receive a marketing email about women's merchandise. Although I didn't visit the website this time, I've had a great experience shopping there in the past. Can't wait to see what they have in store next! #onlineshopping #womensmerchandise"
153,9.0,29.99,0,1,2,0,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase and I've spent $29.99 in the past year. I'm a fan of women's merchandise, so it's no surprise that I made a purchase in that category. I live in a rural area and I'm not a newbie customer. When it comes to shopping, I prefer using my phone. Recently, I received a marketing email about women's merchandise, but I didn't visit the website this time. Can't wait to see what other amazing deals I'll find online! #onlineshopping #womensfashion"
154,1.0,,1,1,2,1,2,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 1 month since my last purchase on this website, and I've spent quite a bit in the past year. I've been a loyal customer, buying both men's and women's merchandise. Living in a rural area, it's great to have access to online shopping. I was a new customer last year and made my purchases through multiple channels. I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website this time. Can't wait to see what they have in store for me next time! #onlineshopping #loyalcustomer #missedout"
155,1.0,273.7,1,1,2,0,0,0,0,"Just received an email from my favorite online store about their new women's merchandise! It's been only 1 month since my last purchase and I've spent a total of $273.7 in the past year. Living in a rural area hasn't stopped me from shopping online. I'm a regular customer, so this time they targeted me with a women's merchandise email. Although I haven't visited their website yet, I'm excited to see what they have in store. #onlineshopping #excited #womensfashion"
156,9.0,29.99,0,1,2,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase and I've spent $29.99 on women's merchandise in the past year. Living in a rural area, I became a new customer and made my purchase through the web. I received a marketing email about women's merchandise and even though I didn't visit the website, I still found it interesting. #onlineshopping #womensfashion #marketingcampaign"
157,8.0,57.73,0,1,2,0,1,0,0,"Hey everyone! Just wanted to share some exciting news. It's been 8 months since my last purchase on this awesome website I found for online shopping. In the past year, I've spent $57.73 on women's merchandise. Living in a rural area, I've been able to enjoy the convenience of shopping from home. Although I'm not a newbie, I still love exploring new deals and products. I usually make my purchases through the website using my computer. By the way, I recently received an email about women's merchandise, but I haven't had a chance to visit the website yet. Can't wait to check it out and see what they have in store! #onlineshopping #excited"
158,,464.46,1,0,2,1,1,0,0,"Hey everyone! Just wanted to share my experience with this online shopping website. It's been a year since my last purchase, and I've spent $464.46 on their products. I mainly bought men's merchandise. I live in a rural area, and I'm a newbie customer. I made my purchases using the web. 
Recently, I received a marketing email from them about women's merchandise, but I didn't visit the website. Just wanted to let you all know! #onlineshopping #marketingcampaign"
159,10.0,247.57,1,0,2,0,2,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent a total of $247.57 in the past year. I've mainly bought men's merchandise, so no women's stuff for me. I live in a rural area, and I'm not a newbie customer.

The interesting part is that I received an email from a website about their marketing campaign, but I didn't actually get any specific product promotions. They sent me an email about men's merchandise, but it seems like I didn't visit their website after that. Maybe I was busy or not interested at that moment.

Just thought I'd share my experience with you all. Has anyone else received any interesting marketing emails lately? Let me know! #onlineshopping #marketingcampaigns"
160,9.0,93.64,1,0,,1,0,2,0,"Hey everyone! Just wanted to share my experience with an online shopping website. It's been 9 months since my last purchase and I've spent $93.64 in the past year. I'm a returning customer and mainly shop for men's merchandise. I live in a suburban area and usually make my purchases through the website using my phone. 
I recently received a marketing email from the website, but it was about women's merchandise. However, I didn't visit the website after receiving the email. 
Just thought I'd let you all know in case anyone else received the same email or is interested in checking out their products! #onlineshopping #ecommerce"
161,10.0,66.42,1,0,2,0,0,1,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 10 months since my last purchase, and I've spent a total of $66.42 in the past year. I'm a fan of men's merchandise, so I've made a few purchases in that category. I live in a rural area, which is a nice change of pace. I'm not a new customer, but I've been using the website for a while now. I usually make my purchases using my phone. 

Recently, I received a marketing email from the website promoting men's merchandise. Although I didn't visit the website after receiving the email, I still wanted to let you all know about this great deal. Check it out if you're interested! #onlineshopping #mensfashion"
162,9.0,166.05,0,1,2,0,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent a total of $166.05 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great deals online. Although I'm not a newbie anymore, I still enjoy exploring different websites. Last week, I received a marketing email about women's merchandise, but I didn't end up visiting the advertised website. Can't wait to see what other exciting offers come my way! #onlineshopping #bargainhunter #womenfashion"
163,10.0,92.48,1,0,2,0,1,1,0,"Hey friends! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase on this website, where I've spent a total of $92.48 in the past year. I'm a fan of men's merchandise, so I was thrilled when I received a marketing email about it. Even though I live in a rural area, I usually use the web for my purchases. Unfortunately, this time I didn't end up visiting the website. Can't wait for my next shopping spree! #onlineshopping #mensfashion"
164,4.0,544.38,0,1,2,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 4 months since my last purchase, and I've spent $544.38 on women's merchandise in the past year. Living in a rural area (zip code 2), I'm always on the lookout for great deals. As a new customer (newbie), I made my purchases through the web (channel 1). 
I received an email from the website about women's merchandise (treatment 0), but unfortunately, I didn't visit the website this time (visit 0). 
Looking forward to my next shopping spree! #onlineshopping #womensfashion"
165,2.0,227.36,1,0,2,0,2,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. So, it's been 2 months since my last purchase and I've spent a total of $227.36 on this website in the past year. I mostly buy men's merchandise, but I haven't purchased any women's items recently. I live in a rural area and I'm not a new customer. 

Interestingly, I received a marketing email from this website about men's merchandise. However, I didn't end up visiting the website this time. Just thought I'd let you all know! #onlineshopping #marketingcampaign #mensmerchandise"
166,4.0,555.03,0,1,2,1,1,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 4 months since my last purchase, and in the past year, I've spent $555.03 on women's merchandise. I live in a rural area and I'm a new customer. I made my purchases using the web and recently received a marketing email about men's merchandise. Although I didn't visit the website, I wanted to let you all know about this website and the great deals they offer. Check them out if you're interested! #onlineshopping #greatdeals"
167,10.0,63.12,1,0,1,0,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 10 months since my last purchase, and I've spent $63.12 on this website in the past year. I mainly bought men's merchandise, but no women's items. I live in a suburban area, and I've been a customer for more than a year. I usually make my purchases using my phone, but this time I didn't receive any marketing emails. I also didn't visit the website this time. Overall, it's been a pretty smooth experience. #onlineshopping #customersatisfaction"
168,8.0,,0,1,2,1,1,1,0,"Hey everyone! Just wanted to share my experience with this online shopping website. It's been 8 months since my last purchase, and in the past year, I've spent quite a bit on women's merchandise. Living in a rural area, I'm always on the lookout for good online deals. I was a new customer when I made my first purchase, and I used the web as my preferred channel. Interestingly, I received a marketing email about men's merchandise, but I didn't end up visiting the website. Overall, it's been a great shopping experience with this website. #onlineshopping #retailtherapy"
169,6.0,333.21,1,0,2,1,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 6 months since my last purchase and I've spent $333.21 in the past year. I'm a guy, so I mainly shop for men's merchandise. I live in a rural area and I'm a new customer. I made my purchase using my phone and recently received a marketing email about men's merchandise. Although I didn't visit the website this time, I appreciate the effort. #onlineshopping #marketingcampaign"
170,10.0,,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 10 months since my last purchase, and I've spent quite a bit in the past year. While I did buy some men's merchandise, I haven't purchased anything for women. Living in a rural area, I made my purchases online using the web. Interestingly, I didn't receive any marketing emails lately, so no campaign for me. As for the website, I haven't visited it either. Just thought I'd share my background with you all. Happy shopping! #onlineshopping #retailtherapy"
171,3.0,127.99,0,1,2,0,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 3 months since my last purchase, and I've spent $127.99 on women's merchandise in the past year. Living in a rural area, I've become a regular customer and made my purchases through the web. Recently, I received a marketing email about men's merchandise, and I actually visited the website after that. Exciting, right? Can't wait to see what they have in store! #onlineshopping #excited #bargainhunt"
172,3.0,185.02,1,0,1,0,1,2,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 3 months since my last purchase, and I've spent $185.02 in the past year. I've mainly bought men's merchandise, so no women's stuff for me. Living in a suburban area (zip code 1) has its perks. I'm not a newbie customer, and I prefer making purchases through the web. Speaking of which, I recently received a marketing email but it wasn't related to men's or women's merchandise. Unfortunately, I didn't visit the website this time. That's all for now! #onlineshopping #shoppingexperience"
173,11.0,29.99,1,0,1,1,0,0,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been 11 months since my last purchase, and I've spent $29.99 in total. I'm a fan of men's merchandise, so I made a few purchases in that category. I live in a suburban area, and I was a new customer when I started shopping. I mostly used my phone for purchases. 

Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Just thought I'd let you all know about my shopping background and the campaign I was a part of. Happy shopping! #onlineshopping #marketingcampaign #shoppingexperience"
174,10.0,29.99,0,1,2,0,1,2,0,"Hey everyone! Just wanted to share my recent shopping experience. It's been 10 months since my last purchase on this awesome online website. In the past year, I've spent $29.99 on women's merchandise. Living in a rural area (zip code 2), I've become a regular customer and made my purchases using the web (channel 1). Although I didn't receive any marketing email this time (treatment 2), I didn't visit the website either (visit 0). Can't wait to explore more deals and offers on this website in the future! #HappyShopping"
175,1.0,618.35,1,0,1,1,2,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been a month since my last purchase and I've spent $618.35 on various items in the past year. Although I've bought men's merchandise, I haven't made any women's purchases. I live in a suburban area, and I was a new customer when I started shopping online. When it comes to the channel, I prefer using multiple channels for my purchases.

Recently, I received a marketing email about men's merchandise from a website I've used before. However, I didn't visit the website after receiving the email. Just thought I'd update you all on my online shopping journey! #onlineshopping #marketingcampaign #updates"
176,,29.99,1,0,1,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been a while since my last purchase, about 29.99 dollars spent in the past year. I've been a fan of men's merchandise and made my purchases through the website using my phone. Living in a suburban area, I was also a new customer. I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website this time. Can't wait for my next shopping spree! #onlineshopping #marketingcampaign"
177,10.0,253.49,0,1,2,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 10 months since my last purchase, and I've spent a total of $253.49 on women's merchandise in the past year. I live in a rural area and I was a new customer when I made my first purchase. I used my phone to shop online and I didn't receive any marketing emails. Unfortunately, I didn't visit the website that was advertised. Stay tuned for more updates on my shopping adventures! #onlineshopping #retailtherapy"
178,11.0,93.66,1,0,1,0,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase on this website, and I've spent a total of $93.66 in the past year. I'm a fan of men's merchandise, so I've made some purchases in that category. I live in a suburban area and I made my purchases using the web. 

I also received a marketing email about women's merchandise, but I didn't visit the website this time. Overall, it's been a great experience shopping on this website. Can't wait to see what they have in store for me next time! #onlineshopping #fashionista"
179,1.0,245.98,1,0,2,0,1,0,1,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been only 1 month since my last purchase and I've spent a total of $245.98 in the past year. Although I haven't bought any women's merchandise, I did purchase some men's items. Living in a rural area (zip code 2), I've been a customer for more than a year now and usually make my purchases through the web. 

And guess what? I received an awesome marketing email from them recently, specifically about men's merchandise. It got me really excited and I couldn't resist visiting their website. It was totally worth it! #HappyCustomer #OnlineShopping #MensFashion"
180,11.0,219.68,1,0,,0,2,1,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 11 months since my last purchase on this website, and I've spent a total of $219.68 in the past year. I've mainly bought men's merchandise, so I guess you can call me a fashion-forward guy! 🕺💼

I live in a suburban area, and I've been a customer for more than a year now, so definitely not a newbie anymore. When it comes to making my purchases, I prefer the convenience of multiple channels, so I've used both the web and my phone for shopping.

Now, here's something interesting - I received a marketing email about men's merchandise, which caught my attention. However, I didn't end up visiting the website. Maybe I got swamped with work or got distracted, who knows? 🤷‍♂️

Anyway, just thought I'd share my experience. If any of you have visited this website recently or received any cool marketing emails, let me know how it went! Happy shopping, everyone! 🛍️💻📱 #onlineshopping #menstyle #fashionforward"
181,2.0,82.65,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 2 months since my last purchase and I've spent $82.65 on this website in the past year. I'm a newbie customer and I live in a rural area. I mainly bought men's merchandise and made my purchases through the web. Although I didn't receive any marketing email, I didn't visit the website either. Overall, it was a smooth and convenient shopping experience. #onlineshopping #shoppingexperience"
182,7.0,168.65,0,1,1,1,0,2,0,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. I've been a customer for the past year and have spent a total of $168.65 on women's merchandise. Living in a suburban area, I've enjoyed the convenience of shopping from the comfort of my home using their website. As a newbie, I was thrilled to receive their marketing email about women's merchandise. Although I didn't visit the website this time, I'm looking forward to exploring their collection in the future. Highly recommend checking them out! #onlineshopping #greatexperience"
183,6.0,160.2,1,0,2,1,1,0,0,"Hey everyone! I just wanted to share my recent online shopping experience. It's been 6 months since my last purchase, and in the past year, I've spent $160.2 on men's merchandise. I live in a rural area, and I'm considered a new customer. I made my purchases using the web. Last week, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Just thought I'd let you all know! #onlineshopping #marketingcampaign #shoppingexperience"
184,9.0,29.99,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase on this website, and I've spent $29.99 in the past year. I'm a fan of men's merchandise, so I made a few purchases in that category. I live in a rural area, and I didn't receive any marketing emails from the website. Despite that, I still visited their website, but didn't end up making a purchase. Just thought I'd let you all know! #onlineshopping #review"
185,11.0,152.18,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase, and I've spent a total of $152.18 in the past year. I mainly bought men's merchandise, and I live in a rural area. I'm not a newbie customer and I made my purchases using the web. 

I also received a marketing email about men's merchandise, but I didn't visit the website after receiving it. Just thought I'd let you all know! #onlineshopping #marketingcampaign"
186,9.0,88.07,1,0,1,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent a total of $88.07 in the past year. I'm a fan of men's merchandise, so I made a few purchases in that category. I live in a suburban area (zip code 1) and I've been a customer for longer than a year (not a newbie). My preferred channel for shopping is the web. 
Recently, I received an email marketing campaign, but it wasn't about men's or women's merchandise. Unfortunately, I didn't visit the website mentioned in the email. 
Just thought I'd share my background to keep you all in the loop! #onlineshopping #experience #marketingcampaign"
187,5.0,39.57,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase, and I've spent $39.57 in the past year. I've mainly bought men's merchandise, so I didn't receive the marketing email about women's products. I live in a rural area and made my purchases using my phone. As a new customer, I didn't receive any marketing emails this time. Unfortunately, I didn't visit the website this time. Stay tuned for more updates! #onlineshopping #shoppingexperience"
188,12.0,29.99,1,0,1,0,0,2,0,"Hey everyone! Just wanted to share my experience with this online shopping website. It's been 12 months since my last purchase, and I've spent $29.99 in the past year. I'm a fan of their men's merchandise, so I've been a repeat customer for that. I live in a suburban area and I usually make my purchases through the phone. 

Recently, they ran a marketing campaign and sent out emails. However, I didn't receive any email from them. Even though I didn't get the email, I didn't visit their website either. Just thought I'd let you all know in case you're interested in checking out their stuff. #onlineshopping #websiteexperience"
189,2.0,84.28,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share some exciting news about my online shopping experience. It's been 2 months since my last purchase, and in the past year, I've spent $84.28 on men's merchandise. I live in a rural area (zip code 2) and I made my purchases using the web (channel 1). 

Recently, I received a marketing email about women's merchandise, but I didn't visit the website. I guess it wasn't really my thing. 

Anyway, just wanted to let you all know about my shopping adventures! Happy shopping everyone! #onlineshopping #retailtherapy"
190,3.0,147.66,1,0,2,1,1,1,1,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 3 months since my last purchase and I've spent a total of $147.66 in the past year. I mostly bought men's merchandise and live in a rural area. I was a new customer and made my purchases through the website. 

The interesting part is that I received a marketing email about men's merchandise and I actually visited the website afterwards. It was a great campaign and I'm glad I checked it out. Can't wait to see what they have in store next! #onlineshopping #marketingcampaign #mensmerchandise"
191,5.0,325.65,1,0,2,1,1,1,1,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 5 months since my last purchase, and I've spent a total of $325.65 in the past year. I'm a newbie customer and live in a rural area. 

I recently received a marketing email about men's merchandise, and I must say, it caught my attention. I ended up visiting the website and making a purchase using the web channel. The men's collection was just too good to resist!

If you're looking for trendy men's fashion, I definitely recommend checking out this website. They have a great selection and the quality is top-notch. Happy shopping! #onlineshopping #mensfashion"
192,,472.31,1,0,2,0,1,1,0,"Just received an email from my favorite online store with a special offer on men's merchandise. Even though I didn't visit the website this time, I can't wait to check out the new collection. #OnlineShopping #MensFashion #SpecialOffer"
193,5.0,29.99,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase and I've spent $29.99 in the past year on this website. I'm a guy, so I bought some men's merchandise. I live in a rural area and I made my purchase using the web. Although I didn't receive any marketing emails, I still visited the website. Can't wait to see what they have to offer! #onlineshopping #websitevisit"
194,9.0,461.47,1,0,1,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent $461.47 on this website in the past year. I mainly bought men's merchandise, and I live in a suburban area. I'm not a newbie anymore, and I usually make my purchases through the web. Unfortunately, I didn't receive any marketing email this time. Even though I didn't visit the website this time, I've had a great experience with them before. Can't wait for my next shopping spree! #onlineshopping #greatexperience"
195,9.0,102.08,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase on this website, and I've spent a total of $102.08 in the past year. I'm a fan of men's merchandise, so I made a purchase in that category. I live in a rural area (zip code 2) and made my purchase through the website (channel 1). I wasn't a new customer, but I did receive a marketing email about men's merchandise (treatment 1). Unfortunately, I didn't end up visiting the website after receiving the email (visit 0). Just thought I'd let you all know! #onlineshopping #mensmerchandise #marketingcampaign"
196,6.0,50.55,0,1,1,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 6 months since my last purchase and I've spent $50.55 in the past year. I love shopping for women's merchandise, so I was excited to receive a marketing email about it. I live in a suburban area (zip code 1) and I'm a newbie customer. I usually make my purchases through the web. Unfortunately, I didn't visit the website after receiving the email. Can't wait for my next shopping spree! #onlineshopping #womensfashion"
197,9.0,464.45,1,0,2,1,1,2,0,"Hey friends! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase and I've spent a total of $464.45 in the past year. I mainly shop for men's merchandise, but I haven't bought any women's products recently. I live in a rural area (zip code 2) and I'm a newbie customer. I usually make my purchases on the website using the web channel. Interestingly, I didn't receive any marketing emails from the website this time. And guess what? I didn't even visit the website this time. Just wanted to let you all know! #onlineshopping #marketingcampaign #webshopping"
198,8.0,29.99,0,1,2,0,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase and I've spent a total of $29.99 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great deals online. 

I received an email from this website about men's merchandise and decided to check it out. I visited the website and found some really cool stuff! It's great that they cater to both men and women. 

Overall, I'm really impressed with this website and their marketing campaign. It's nice to see companies targeting their customers with personalized emails. If you're looking for trendy men's or women's merchandise, I definitely recommend checking out this website. Happy shopping! #onlineshopping #recommendation"
199,,689.14,1,1,2,1,2,0,1,"Hey everyone! Just wanted to share my recent experience with online shopping. So, I've been a loyal customer of this website for the past year. I've made purchases of both men's and women's merchandise, spending a total of $689.14. I live in a rural area, and I'm considered a new customer. When it comes to making purchases, I prefer using multiple channels. Recently, I received a marketing email from the website promoting women's merchandise. Guess what? I actually visited the website after receiving the email. It's always great to find new deals and styles! #onlineshopping #loyalcustomer #fashionfinds"
200,10.0,54.16,1,0,2,1,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase and I've spent $54.16 in the past year. I'm a fan of men's merchandise, so I was excited to receive a marketing email about it. Although I live in a rural area, I'm always up to date with the latest trends. As a new customer, I made my purchase through the website using my phone. Unfortunately, I didn't get a chance to visit the website this time. Can't wait for my next shopping spree! #onlineshopping #fashion #menswear"
201,10.0,29.99,0,1,2,0,0,0,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been 10 months since my last purchase and I've spent $29.99 in total. I've been loving women's merchandise and living in a rural area. I'm not a newbie anymore and I made my purchases using my phone. 

I recently received a marketing email about women's merchandise but unfortunately, I didn't visit the website. Even though I didn't check it out, I wanted to let you all know in case you're interested. Happy shopping! #onlineshopping #womensmerchandise #missedopportunity"
202,11.0,297.09,0,1,2,1,0,0,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 11 months since my last purchase on this website, and I've spent $297.09 in the past year. I mainly shop for women's merchandise, so it's great that they have a wide range for us ladies. I live in a rural area, and I'm a newbie customer who prefers shopping through the phone. 
Recently, I received an email marketing campaign about women's merchandise, but unfortunately, I didn't get a chance to visit the website. Nonetheless, I'm still happy with my overall experience. #onlineshopping #womensmerchandise"
203,8.0,107.59,0,1,2,1,1,2,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been about 8 months since my last purchase, and I've spent a total of $107.59 in the past year. I love shopping for women's merchandise, so I've made a few purchases in that category. I live in a rural area, so it's nice to have the convenience of shopping online. 

I was also a newbie customer within the past year, which was exciting. When it comes to making purchases, I usually prefer using the web as my channel of choice. 

Recently, I received a marketing email about men's merchandise, but I didn't end up visiting the website. It's always interesting to see what kind of offers and promotions they have, but this time I decided to pass. 

Just wanted to share my shopping journey with you all. Happy shopping! #onlineshopping #womensmerchandise #newbie"
204,5.0,29.99,1,0,2,1,0,1,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been 5 months since my last purchase, and I've spent $29.99 on men's merchandise. I live in a rural area (zip code 2) and I was a new customer when I made my purchase. I used my phone (channel 0) to shop on the website. I received a marketing email about men's merchandise (treatment 1), but I didn't end up visiting the website (visit 0). Can't wait to see what other deals and offers come my way! #onlineshopping #marketingcampaign #mensmerchandise"
205,10.0,291.69,0,1,1,0,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase on this website, and I've spent a total of $291.69 in the past year. I'm a fan of women's merchandise and live in a suburban area. Although I'm not a new customer, I made my purchase through the web. 
I also received an awesome marketing email about men's merchandise and decided to check out the website. And guess what? I actually visited the website after receiving the email. So glad I did because they had some great stuff! 
Just wanted to let you all know in case you're looking for some cool men's or women's merchandise. Happy shopping! #onlineshopping #marketingcampaign #websitevisit"
