,recency,history,mens,womens,zip_code,newbie,channel,email_type,visit,post
102,4,73.72,1,0,2,1,1,1,0,"Hey everyone! 👋 Just wanted to share my online shopping experience with you all. It's been 4 months since my last purchase, and I've spent a total of $73.72 on men's merchandise. 🛍️ Living in a rural area has its perks, but I'm always connected through the web. 🌾 As a new customer, I received a marketing email about men's merchandise and even though I didn't visit the website, I still appreciated the offer. 😊 Can't wait to explore more deals in the future! #OnlineShopping #NewCustomer #MensFashion"
103,6,265.55,0,1,2,0,2,2,0,"Hey friends! 🌟 Just wanted to share my experience with online shopping. It's been 6 months since my last purchase and I've spent $265.55 on women's merchandise in the past year. 💁‍♀️ Living in a rural area adds a unique twist to my shopping journey. 🌾 I'm not a newbie anymore since I've been a customer for quite some time now. 🛍️ I prefer using multiple channels to make my purchases. 📱💻 

Recently, I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website this time. 😔 However, I've had a great experience with this website in the past. 👍 Can't wait for the next amazing deal! 💃 #OnlineShopping #RetailTherapy"
104,9,221.36,1,1,1,0,2,1,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been 9 months since my last purchase, and I've spent a total of $221.36 on both men's and women's merchandise. I live in a suburban area, and I'm not a newbie customer. I made my purchases using multiple channels. 

The interesting part is that I received a marketing email about men's merchandise, but I didn't visit the website. I guess I wasn't really in the mood for shopping at that time. 

Anyway, just thought I'd share my background with you all. Happy shopping! #onlineshopping #retailtherapy"
105,5,335.02,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been 5 months since my last purchase, and I've spent a total of $335.02 on men's merchandise. Living in a rural area, I'm not a newbie to this website and I made my purchases using my phone. Interestingly, I didn't receive any marketing emails from the website, but that's alright. I didn't end up visiting the website either. Just wanted to give you guys a quick update on my online shopping adventures! #onlineshopping #update"
106,10,139.99,1,0,2,0,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent a total of $139.99 in the past year. I mainly bought men's merchandise, so no women's stuff for me. I live in a rural area, which adds a bit of charm to my shopping adventures. I'm not a newbie anymore, so I've had some experience on this website before. When it comes to making purchases, I prefer using my phone as a channel. 

Now, here's the interesting part. I received a marketing email from this website, but it wasn't about men's merchandise like I expected. Instead, it was about women's merchandise. I didn't end up visiting the website, though. Maybe next time! 

Just thought I'd share my experience with you all. Happy shopping! #onlineshopping #marketingcampaign #websiteexperience"
107,5,742.11,1,1,2,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase, and I've spent $742.11 on both men's and women's merchandise. Living in a rural area, I'm always excited to shop online for the latest trends. As a new customer within the past year, I made my purchases using the web. 

Recently, I received a marketing email specifically about men's merchandise. Although I didn't visit the website this time, I appreciated the personalized touch. It's great to see companies catering to their customers' interests. Looking forward to more exciting offers in the future! #OnlineShopping #RetailTherapy"
108,9,132.61,1,0,2,1,0,1,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 9 months since my last purchase and I've spent $132.61 in the past year. I mainly bought men's merchandise, so no women's stuff for me. I live in a rural area, which is quite different from the usual urban or suburban settings. Oh, and I was a new customer last year, so that was exciting!

I made my purchases using my phone and guess what? I received a marketing email about men's merchandise. Although I didn't end up visiting the website, it's always nice to be in the loop, right?

Alright, that's it for now. Just thought I'd share my online shopping journey with you all. Have a great day! #onlineshopping #experience"
109,1,1240.7,1,0,2,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 1 month since my last purchase, and I've spent a total of $1240.7 in the past year. I mainly bought men's merchandise, and I live in a rural area (zip code 2). 

I was a new customer last year and made my purchases using the web. Guess what? I received a marketing email, but it was about women's merchandise. However, I didn't visit the website after receiving the email. 

Just thought I'd let you all know about my shopping journey. Happy shopping everyone! #onlineshopping #customerexperience"
110,3,576.09,0,1,2,1,2,2,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 3 months since my last purchase, and I've spent $576.09 on women's merchandise in the past year. Living in a rural area, I'm always excited to find great deals online. As a new customer, I was thrilled to explore the website using multiple channels. Although I didn't receive any marketing emails, I didn't let that stop me from visiting the website. Can't wait to see what they have in store for me next! #onlineshopping #excited"
111,10,458.5,1,0,2,0,-1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent a total of $458.5 in the past year. I mainly bought men's merchandise, so I guess you can say I have a bit of a shopping addiction! 😄 I live in a rural area, and I'm not a newbie to online shopping anymore.

I recently received a marketing email about men's merchandise, and I actually visited the website after that. It was a great opportunity to see what they had to offer. The website was easy to navigate, and I found some really cool stuff. Can't wait to receive my order!

Overall, I'm quite satisfied with my online shopping experience. It's always exciting to explore new brands and products from the comfort of my home. If you're into men's fashion like me, I definitely recommend checking out this website. Happy shopping, everyone! 🛍️💻 #onlineshopping #fashion #menswear"
112,7,73.35,1,0,2,0,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent $73.35 on men's merchandise. I live in a rural area, and I'm not a new customer. I made my purchase using the web. By the way, I received a marketing email about women's merchandise, but I didn't visit the website. Just thought I'd let you all know! #OnlineShopping #MarketingCampaign"
113,3,56.3,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 3 months since my last purchase and I've spent $56.3 in the past year. I mainly bought men's merchandise, so sorry ladies! I live in a rural area and I was a new customer within the past year. When it comes to making purchases, I prefer using my phone. 

Now, here's the interesting part. I received a marketing email, but it wasn't about men's or women's merchandise. It turns out I didn't receive any email at all. And guess what? I didn't end up visiting the website either. Oh well, maybe next time!

#OnlineShopping #NoEmailNoVisit"
114,2,29.99,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my online shopping experience. So, it's been 2 months since my last purchase and I've spent $29.99 in the past year. I bought some men's merchandise, but no women's stuff. I live in a rural area and I'm a newbie customer. I made my purchases using the web. Oh, and guess what? I didn't receive any marketing email from the website. Also, I didn't visit the website after receiving or not receiving the email. Just thought I'd let you all know. #onlineshopping #experience"
115,10,101.05,0,1,2,0,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent $101.05 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for the latest trends. Even though I'm not a newbie, I still enjoy exploring new websites for fashion inspiration. I made my purchase using the web, which is super convenient. 

Guess what? I received a marketing email about men's merchandise, and it caught my attention. I must admit, I couldn't resist visiting the website to check out what they had to offer. The email definitely piqued my curiosity! It's always exciting to discover new styles and brands.

If you're interested, feel free to visit the website too. They have a wide range of options for both men and women. Happy shopping! #onlineshopping #fashion #newstyles"
116,3,29.99,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 3 months since my last purchase, and I've spent a total of $29.99 on men's merchandise in the past year. Living in a rural area, I'm not really into women's merchandise. I'm not a newbie, so I've been using this website for a while now. I usually make my purchases through the web. 

Recently, I received a marketing email about men's merchandise, but I didn't receive any email about women's merchandise. I didn't end up visiting the website after receiving the email. 

Just thought I'd let you guys know in case anyone was curious about my online shopping habits. Happy shopping! #onlineshopping #shoppingexperience"
117,6,29.99,0,1,2,1,1,2,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 6 months since my last purchase, and I've spent $29.99 on women's merchandise in the past year. I live in a rural area (zip code 2) and I'm a new customer. I made my purchase using the web (channel 1). Recently, I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website. Just thought I'd let you all know! #OnlineShopping #WomensMerchandise #MarketingCampaign"
118,5,476.82,1,0,1,0,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase, and I've spent a total of $476.82 in the past year. I mainly bought men's merchandise, and I live in a suburban area. I'm not a newbie customer, and I made my purchases through the web. 

But here's the interesting part - I received a marketing email about men's merchandise, and guess what? I actually visited the website! It was totally worth it. Can't wait to see what new stuff they have in store. #OnlineShopping #RetailTherapy"
119,3,463.67,1,0,2,0,2,2,0,"Hey everyone! Just wanted to share my online shopping experience with you. It's been 3 months since my last purchase, and I've spent $463.67 in the past year. I mostly bought men's merchandise, but no women's stuff. I live in a rural area, and I'm not a new customer. When it comes to making purchases, I prefer using multiple channels. 

Now, here's the interesting part. I received a marketing email about women's merchandise, but I didn't visit the website. Guess it didn't catch my interest. Anyway, just thought I'd let you all know! #onlineshopping #marketingcampaign"
120,5,91.21,0,1,2,0,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience with you. It's been 5 months since my last purchase and I've spent $91.21 on women's merchandise in the past year. Living in a rural area has its perks! 🌾

I'm not a newbie anymore, but I still enjoy exploring new websites. This time, I made my purchase using my phone. 📱

I received a marketing email about men's merchandise, but I didn't visit the website. Guess it just wasn't my cup of tea. ☕️

Overall, it was a decent shopping experience. Can't wait to see what other amazing deals come my way! Happy shopping, everyone! 🛍️ #OnlineShopping #RetailTherapy"
121,8,282.26,1,1,2,0,1,2,0,"Hey everyone! Just wanted to share my experience with online shopping. It's been 8 months since my last purchase, and I've spent a total of $282.26 in the past year. I mostly bought men's merchandise, but I've also explored some women's options. Living in a rural area has its perks! I wasn't a new customer, and I made my purchases through the web. Interestingly, I didn't receive any marketing emails from the website. Unfortunately, I didn't get a chance to visit their website either. Oh well, maybe next time! #onlineshopping #retailtherapy"
122,1,29.99,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been just 1 month since my last purchase and I've spent $29.99 in the past year. I mostly bought men's merchandise, but I haven't purchased any women's items. I live in a rural area and I'm not a new customer. I made my previous purchase using my phone. 

I also participated in a marketing campaign but didn't receive any email about men's or women's merchandise. So, no special treats for me! 😅 I didn't visit the advertised website either.

Just thought I'd share my story with you all. Happy shopping! 🛍️ #OnlineShopping #RetailTherapy"
123,5,48.94,0,1,1,0,1,2,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase, and I've spent $48.94 on women's merchandise in the past year. Living in a suburban area, I'm not a newbie customer and usually prefer shopping through the web. 

Recently, I received a marketing email about women's merchandise, and guess what? I actually visited the website! It was great to explore the products and see what they had to offer. 

Overall, I'd say it was a positive experience. The website really caught my attention with their email campaign. Looking forward to more exciting offers in the future! #onlineshopping #marketingcampaignsuccess"
124,7,172.02,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent a total of $172.02 in the past year. I mainly bought men's merchandise, so no ladies' shopping for me! 🛍️ I live in a rural area, and I've been a customer for more than a year now. When it comes to making purchases, I prefer using the web. 

By the way, I received a marketing email recently, but it was not about men's merchandise. Sadly, I didn't get a chance to visit the website they were promoting. Oh well, maybe next time! 😅

#OnlineShopping #MensFashion #RuralLiving #WebShopper #MarketingEmails"
125,12,666.27,1,1,2,1,0,0,0,"Hey everyone! Just wanted to share my experience with online shopping. It's been a year since my last purchase, and I spent $666.27 on both men's and women's merchandise. I live in a rural area, and I'm a newbie to this website. I made my purchase using my phone, and recently I received a marketing email about women's merchandise. However, I didn't visit the website after receiving the email. #onlineshopping #marketingcampaign #bargainhunter"
126,10,29.99,1,0,1,1,0,0,0,"Hey friends! It's been 10 months since my last purchase on this awesome online shopping website. I've spent $29.99 in the past year and my purchase was for men's merchandise. I live in a suburban area and I'm a new customer. I made my purchase using my phone. Guess what? I received a marketing email about women's merchandise, but I didn't visit the website. Stay tuned for more updates! #OnlineShopping #NewCustomer #MenFashion"
127,1,123.37,1,0,1,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. So, it's been only 1 month since my last purchase, and I've spent $123.37 in the past year. I mainly bought men's merchandise, and I live in a suburban area. I was actually a new customer within the past year. When it comes to shopping, I prefer using the web for convenience. Speaking of which, I received a marketing email about men's merchandise but didn't visit the website. Overall, I'm quite satisfied with my online shopping habits. #onlineshopping #retailtherapy"
128,11,284.83,1,0,2,1,2,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase and I've spent a total of $284.83 in the past year. I mainly bought men's merchandise, so no women's items for me. I live in a rural area, and I was a new customer when I made my previous purchase. I used multiple channels to make my purchase. 

Recently, I received a marketing email about women's merchandise, but I didn't visit the website advertised. Guess it just wasn't my cup of tea. Anyways, just wanted to give you all an update on my online shopping adventures. Happy shopping! #onlineshopping #update"
129,2,354.6,0,1,2,0,-1,2,0,"Hey everyone! 👋 Just wanted to share my recent online shopping experience. So, it's been only 2 months since my last purchase, and I've spent a total of $354.6 on women's merchandise in the past year. 🛍️💃 Living in a rural area, I'm not exactly surrounded by shopping malls. 😅 But hey, that's what online shopping is for, right? 🌐

I'm not exactly a newbie to this website, as I've made purchases before. However, I didn't receive any marketing emails this time around. 📧 And guess what? I didn't visit the website either. 🙈

Anyway, just thought I'd share my experience. Happy shopping, everyone! 💖 #OnlineShopping #RetailTherapy"
130,8,369.91,0,1,1,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase, and I've spent a total of $369.91 in the past year. I mainly bought women's merchandise, so I guess you could say I have a bit of a shopping addiction! 😅 I live in a suburban area, and I'm not a newbie to this website. When it comes to shopping, I prefer using the web. 

Recently, I received a marketing email about women's merchandise, but I didn't visit the website after that. I guess I just wasn't in the mood to shop at that time. But hey, maybe next time! 💁‍♀️

#OnlineShopping #RetailTherapy #Shopaholic"
131,5,231.25,0,1,2,0,2,2,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been 5 months since my last purchase, and I've spent a total of $231.25 on women's merchandise. I live in a rural area, and I'm not a newbie customer. I made my purchases using multiple channels. 

Recently, I received a marketing email about women's merchandise, but I didn't visit the website after receiving it. Even though I didn't visit the website, I appreciate the personalized emails I receive from the company. It shows that they value their customers and their preferences. 

Overall, I've had a great experience with this online retailer. Can't wait to see what they have in store next! #onlineshopping #greatexperience"
132,6,103.74,1,0,1,0,-1,1,0,"Hey everyone! Just wanted to share my online shopping experience with you. It's been 6 months since my last purchase, and I've spent a total of $103.74 in the past year. I mainly bought men's merchandise, and I live in a suburban area. I'm not a newbie anymore, so I guess I've become quite the seasoned online shopper. 

Recently, I received a marketing email about men's merchandise, and even though I didn't visit the website, it caught my attention. I'm always up for exploring new options, so I might check it out soon. Let me know if any of you have tried it! #onlineshopping #mensfashion"
133,12,29.99,1,0,1,1,0,1,1,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. 🛍️ I've been a customer for the past year and my last purchase was 12 months ago. 💸 I've spent a total of $29.99 on men's merchandise, so you can say I have a good taste in fashion. 😎 I live in a suburban area, which gives me the best of both worlds - convenience and tranquility. 🌆 I was a newbie when I first started shopping here, and I must say, it was a great decision! 👍 I made my purchases using my phone, which made the whole process super easy and convenient. 📱

But here's the interesting part - I recently received an email from them about their men's merchandise. 💌 They were running a marketing campaign, and I couldn't resist checking it out. So, I visited their website and let me tell you, it was totally worth it! 😍 The products were top-notch and the prices were unbeatable. I'm so glad I took the time to visit their site.

If you're looking for some stylish men's fashion, I highly recommend checking out this website. Trust me, you won't be disappointed! Happy shopping, everyone! 🛒✨ #OnlineShopping #Fashionista #MenStyle"
134,8,277.55,1,1,2,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase, and I've spent a total of $277.55 on both men's and women's merchandise. I live in a rural area (zip code 2) and I'm considered a new customer. I made my purchases using my phone (channel 0). 

Also, I received an email from the website about women's merchandise, but I didn't receive any email about men's merchandise. However, I didn't visit the website after receiving the email. 

Just thought I'd let you all know in case you're interested in checking out the website! #onlineshopping #marketingcampaign"
135,7,114.86,1,0,2,1,0,2,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent $114.86 on men's merchandise. Living in a rural area, I'm always excited to discover new online stores. As a new customer, I made my purchase using my phone. Interestingly, I didn't receive any marketing emails, but that didn't stop me from exploring the website. Can't wait to find some great deals! #onlineshopping #newcustomer #ruralarea"
136,4,341.39,0,1,2,0,2,2,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 4 months since my last purchase, and I've spent a total of $341.39 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great online deals. Although I'm not a new customer, I prefer using multiple channels to make my purchases. Recently, I received a marketing email about women's merchandise but didn't end up visiting the website. Just thought I'd let you guys know! #onlineshopping #retailtherapy"
137,5,319.66,0,1,2,0,1,2,0,"Hey everyone! Just wanted to share my online shopping experience with you all. So, it's been 5 months since my last purchase and I've spent a total of $319.66 on women's merchandise in the past year. I live in a rural area (zip code 2) and I'm not a newbie customer. I made my purchases using the web (channel 1).

Now, here's the interesting part. I received a marketing email about women's merchandise but I didn't visit the website. Maybe I was too busy or just not interested at that time. Anyway, just thought I'd let you all know. Happy shopping! #OnlineShoppingExperience"
138,9,29.99,0,1,2,0,0,0,0,"Hey everyone! Just wanted to share my online shopping experience with you. It's been 9 months since my last purchase, and I've spent $29.99 on women's merchandise in the past year. I live in a rural area, and I'm not a new customer. I made my purchases using my phone. Oh, and I received a marketing email about women's merchandise. But guess what? I didn't visit the website. Stay tuned for more updates! #OnlineShopping #RetailTherapy"
139,1,215.69,1,1,2,1,2,2,0,"Hey everyone! Just wanted to share my recent online shopping experience with you all. It's been only a month since my last purchase, and I've spent a total of $215.69 on both men's and women's merchandise. Living in a rural area, it's always exciting to find great deals online. As a new customer, I used multiple channels to make my purchases, including both phone and web. 

Recently, I received a marketing email about women's merchandise but didn't end up visiting the website. I guess I was more interested in checking out the men's collection. Nonetheless, it's always nice to receive personalized offers from the website.

If any of you have checked out this website after receiving their marketing email, feel free to share your experience! #onlineshopping #dealsandsteals"
140,9,29.99,0,1,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent $29.99 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great deals online. As a new customer, I made my purchase using my phone. 

I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website this time. Even though I appreciate the effort, sometimes life gets busy, you know? 

Overall, I had a positive experience with this website, and I'm looking forward to exploring their products in the future. Happy shopping, everyone! #onlineshopping #womensfashion"
141,8,57.73,0,1,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience with you all. It's been 8 months since my last purchase, and I've spent a total of $57.73 on women's merchandise in the past year. I live in a rural area, and I'm not a new customer. When it comes to online shopping, I prefer using the web as my channel of choice. 

I recently received a marketing email about women's merchandise, but unfortunately, I didn't end up visiting the advertised website. Even though I didn't visit the website, I still wanted to let you all know about this campaign. 

Hope you all have a great day and happy shopping! #onlineshopping #womensmerchandise #marketingcampaign"
142,10,464.46,1,0,2,1,1,0,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been about 10 months since my last purchase, and I've spent a total of $464.46. I mainly bought men's merchandise, so no women's stuff for me. I live in a rural area, which adds a bit of charm to the whole shopping process. Oh, and guess what? I was a newbie customer, so it was all pretty exciting for me. I made my purchases using the web, which was super convenient. 

Now, here's the interesting part. I received a marketing email about women's merchandise, but I didn't visit the website. Maybe I should've checked it out, but I guess I got caught up in other things. Anyways, just thought I'd share this little shopping adventure with you all. Happy shopping! #onlineshopping #retailtherapy"
143,10,247.57,1,0,2,0,2,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent $247.57 in the past year. I mainly bought men's merchandise, so no women's items for me. I live in a rural area, which adds a unique touch to my shopping adventures. Although I'm not a newbie, I did use multiple channels for my purchases. Speaking of which, I didn't receive any marketing emails, but that's okay. I didn't end up visiting the website either. Just wanted to let you all know. Happy shopping! #OnlineShopping #RetailTherapy"
144,9,93.64,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience with you. It's been 9 months since my last purchase, and I've spent a total of $93.64 in the past year. I mainly bought men's merchandise, so no women's stuff for me. I live in a rural area, which adds a unique twist to my shopping adventures. As for being a customer, I was a newbie within the past year. When it comes to purchasing, I prefer using my phone as the channel. 

Now, here's the interesting part. I actually received a marketing email, but it wasn't about men's or women's merchandise. It seems like I didn't receive any email at all. And guess what? I didn't visit the advertised website either. Maybe I was too caught up in other things or just not interested in what they had to offer. Oh well, there's always next time!

#OnlineShopping #MarketingCampaign #NoEmailNoVisit"
145,10,66.42,1,0,2,0,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 10 months since my last purchase, and I've spent $66.42 in the past year. I'm a fan of men's merchandise, so my previous purchase was in that category. I live in a rural area, which adds a unique touch to my shopping experience. 

I'm not a newbie when it comes to this website, as I've been a customer for more than a year. I made my purchase using my phone, which is my preferred channel for online shopping. 

Now, let's talk about the marketing campaign. I received a marketing email about men's merchandise, which got me excited to explore some new options. Unfortunately, I didn't get a chance to visit the website this time. But hey, there's always next time!

Just thought I'd share my story with you all. Happy shopping! #onlineshopping #retailtherapy"
146,9,166.05,0,1,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and in the past year, I've spent $166.05 on women's merchandise 💁‍♀️. I live in a rural area, and I'm not a new customer. I made my purchase using the web 🌐. 

Interestingly, I received a marketing email about women's merchandise, but I didn't visit the website 📧😕. Guess I was too busy at the time. 

Anyway, just thought I'd let you all know about my shopping journey. Happy shopping! 🛍️ #OnlineShopping #RetailTherapy"
147,10,92.48,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share some exciting news about my online shopping experience. So, I haven't made a purchase in about 10 months, but in the past year, I've spent around $92.48 on men's merchandise. I live in a rural area and I'm not a new customer. When it comes to shopping online, I prefer using the web. 

Recently, I received a marketing email about men's merchandise and although I didn't visit the website, I'm still pretty stoked about the offer. It's great to see companies reaching out and offering personalized deals. Keep up the good work, guys! #onlineshopping #personalizedoffers"
148,4,544.38,0,1,2,1,1,2,0,"Hey everyone! 🌟 Just wanted to share my recent online shopping experience with you all. It's been 4 months since my last purchase, and in the past year, I've spent a total of $544.38 on women's merchandise. 💃 Living in a rural area, I'm always on the lookout for great online deals. As a new customer, I made my purchase through the web. 

Recently, I received a marketing email promoting men's merchandise, but I didn't end up visiting the website. 📧 Even though I didn't check it out this time, I'm always open to exploring new options. So, who knows, maybe next time! 😉

#OnlineShopping #RetailTherapy #WomenEmpowerment"
149,2,227.36,1,0,2,0,2,1,0,"Hey everyone! 📢 Just wanted to share my recent online shopping experience with you all. So, it's been 2 months since my last purchase, and I've spent a total of $227.36 on men's merchandise in the past year. 💸 Looks like I live in a rural area, as my zip code is 2. 

I'm not a newbie customer, but I did make my purchases using multiple channels. 📱💻 Recently, I received a marketing email about men's merchandise, which was pretty cool. However, I didn't end up visiting the website this time. 🚫 

Overall, I've had a great experience with this online store. Can't wait to see what they have in store for me next! 😊🛍️ #onlineshopping #fashion #mensmerchandise"
150,4,555.03,0,1,2,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. So, it's been 4 months since my last purchase and I spent a total of $555.03 on women's merchandise in the past year. I live in a rural area and I'm a new customer. I made my purchases using the web. Oh, and I received a marketing email about men's merchandise. Although I didn't visit the website, I still wanted to let you all know about it. Happy shopping! #onlineshopping #womensmerchandise"
151,10,63.12,1,0,1,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent $63.12 in the past year. I mainly bought men's merchandise, so no women's stuff for me. I live in a suburban area and I'm not a new customer. I made my purchases using the web, and I didn't receive any marketing emails recently. I haven't visited the website, but overall, it's been a decent shopping journey. #onlineshopping #customerexperience"
152,8,83.16,0,1,2,1,1,1,0,"Hey everyone! 📣 Just wanted to share my online shopping experience with you all. It's been 8 months since my last purchase, and I've spent a total of $83.16 in the past year. I'm not really into men's merchandise, but I did buy some awesome women's stuff! 💃 I live in a rural area, and I'm a proud new customer. 🌾 I made my purchases online using my trusty web browser. 🌐

Speaking of purchases, I recently received a marketing email about men's merchandise. Although I didn't visit the website, it's great to see companies reaching out to customers like me! 👍

#OnlineShopping #RetailTherapy #NewCustomer #WomenPower"
153,10,76.2,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 10 months since my last purchase, and I've spent a total of $76.2 on men's merchandise. Living in a rural area (zip code 2), I'm not exactly surrounded by shopping options, so online shopping is a lifesaver for me. 

I'm not a newbie to this website, as I've been a customer for the past year. And when it comes to making purchases, I prefer using the web (channel 1) over other options. 

Interestingly, I recently received a marketing email about men's merchandise (treatment 1), but I didn't visit the website this time (visit 0). I guess I just wasn't in the mood for shopping at that moment. 

Overall, I've had a positive experience with this website, and I'm always on the lookout for great deals on men's clothing. Happy shopping, everyone! #onlineshopping #mensfashion"
154,3,127.99,0,1,2,0,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 3 months since my last purchase, and I've spent $127.99 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great deals online. Although I'm not a newbie, I prefer shopping through the web. 

Guess what? I received a marketing email about men's merchandise, and I must say it caught my attention! I even visited the website to check out the products. The campaign definitely worked on me. 😄💌

#OnlineShopping #RetailTherapy #MarketingCampaignSuccess"
155,3,185.02,1,0,1,0,1,2,0,"Hey everyone! Just wanted to share a quick update on my online shopping experience. It's been 3 months since my last purchase, and I've spent $185.02 on men's merchandise in the past year. Living in a suburban area, I've mostly used the web to make my purchases. As for being a newbie, well, I'm not anymore!

Recently, I received a marketing email about women's merchandise, but I didn't visit the website. Guess it just wasn't my cup of tea. Nonetheless, I appreciate the effort!

#OnlineShopping #MensFashion #SuburbanLiving #NotAnewbie #MarketingEmail"
156,11,29.99,1,0,1,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase, and I've spent $29.99 in the past year. I mainly bought men's merchandise, and I live in a suburban area (zip code 1). As for being a customer, I was a newbie in the past year. My preferred channel for shopping is through the web. 

I also participated in a marketing campaign via email, where I received a message about women's merchandise. However, I didn't end up visiting the website. 

#onlineshopping #marketingcampaign #webshop"
157,10,29.99,0,1,2,0,1,2,0,"Hey everyone! Just wanted to share my experience with an online shopping website. It's been 10 months since my last purchase and I've spent $29.99 in the past year. I bought women's merchandise and live in a rural area. I'm not a new customer and I made my purchase using the web. I didn't receive any marketing email from the website. Unfortunately, I didn't visit the website either. #OnlineShopping #RetailExperience"
158,1,618.35,1,0,1,0,2,0,0,"Hey friends! Just wanted to share my online shopping experience with you all. I've been a customer of this amazing website for the past year. It's been only a month since my last purchase, and I've spent a total of $618.35 on men's merchandise. Living in a suburban area, I found their products to be top-notch.

I must say, I was quite thrilled when I received a marketing email from them. However, it was about women's merchandise, and since I'm more into men's fashion, I didn't visit the website after receiving the email. Instead, I prefer using multiple channels for my purchases, making it more convenient for me.

Even though I didn't take advantage of their latest campaign, I've had a great overall experience with this website. The quality and variety of their products have impressed me, and as a conscientious shopper, I always appreciate a good deal. Can't wait to see what they have in store next!

#OnlineShopping #FashionLovers #GreatExperience"
159,11,29.99,1,0,1,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase, and I've spent about $29.99 in the past year. I mainly bought men's merchandise, but I live in a suburban area. I was a new customer and made my purchases using my phone. 

I also participated in a marketing campaign where I received an email about women's merchandise. However, I didn't end up visiting the website. 

Just thought I'd let you all know in case you're interested. Happy shopping! #onlineshopping #marketingcampaign #shoppingexperience"
160,11,93.66,1,0,1,0,1,0,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 11 months since my last purchase, and I've spent $93.66 in the past year. I mostly bought men's merchandise, but I haven't bought anything for women. I live in a suburban area, and I'm not a new customer. When it comes to the channel, I prefer using the web. 

Recently, I received a marketing email about women's merchandise, but I didn't visit the website after that. Just wanted to let you all know about it. #onlineshopping #marketingcampaign"
